specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,county,locality,source,datum
RSA10775,1928-05-06,1928,5,6,127,39.16637,-122.74145,NA,500,menziesii,Lake,3 miles west of Bartlett Springs on the road to Clear Lake.,cch1,WGS84
RSA113487,1955-05-06,1955,5,6,126,36.2742,-121.5045,1311,428,menziesii,Monterey,"""2 miles west of China Camp, Santa Lucia Mountains""",cch1,WGS84
RSA15266,1927-03-02,1927,3,2,61,37.404068,-122.236617,NA,1000,menziesii,San Mateo,Above Searsville Lake.,cch1,WGS84
RSA201829,1965-03-19,1965,3,19,78,38.60634,-122.36959,NA,910,menziesii,Napa,"""Open meadow along Dollarhide Road, 3.5 miles east of Pope Valley.""",cch1,WGS84
RSA222969,1971-04-28,1971,4,28,118,34.1773,-117.5361,915,800,menziesii,San Bernardino,"""Day Canyon, San Bernardino National Forest.""",cch1,WGS84
RSA226234,1971-04-21,1971,4,21,111,34.171076,-117.828525,NA,500,menziesii,Los Angeles,"""Mystic Canyon, 2 mi. NE of Glendora, about 1 m above creek bed""",cch1,WGS84
RSA240754,1973-04-20,1973,4,20,110,34.618611,-118.415556,1143,NA,menziesii,Los Angeles,San Gabriel Mountains.,cch1,NA
RSA247113,1966-03-12,1966,3,12,71,34.195566,-118.022342,610,500,menziesii,Los Angeles,"""San Gabriel Mountains; north of Arcadia; Chantry Flats, up Santa Anita Canyon.""",cch1,WGS84
RSA250674,1971-04-02,1971,4,2,92,34.134621,-117.731194,549,400,menziesii,Los Angeles,"""Johnson's PastureAs, N. of Mountain Avenue, Claremont.""",cch1,NAD83
RSA276027,1974-03-11,1974,3,11,70,34.163329,-117.781409,549,1000,menziesii,Los Angeles,Lodi Canyon.,cch1,WGS84
RSA296068,1935-04-10,1935,4,10,100,38.978,-122.8394,NA,3274,menziesii,Lake,Kelseyville,cch1,WGS84
RSA296798,1947-04-16,1947,4,16,106,34.36437,-117.50296,1402,6400,menziesii,San Bernardino,"""Edge of Mojave desert, 10 miles northwest of Cajon.""",cch1,NAD83
RSA346564,1971-05-09,1971,5,9,129,34.206467,-117.455133,793,500,menziesii,San Bernardino,"""Lytle Creek Road 1/2 mile above the Pennstock Firebreak, Lytle Creek to Pacific Slope drainage""",cch1,WGS84
RSA346567,1971-03-18,1971,3,18,77,34.176391,-117.754213,480,300,menziesii,Los Angeles,"""San Dimas Canyon, 6.2 miles from the intersection of Foothill and San Dimas Canyon Rd.""",cch1,WGS84
RSA381419,1971-05-24,1971,5,24,144,36.906227,-119.268642,442,300,menziesii,Fresno,Foothills of Sierra Nevada: ca. 2 miles beyond turn-off to Maxon Road.,cch1,WGS84
RSA421297,1963-02-09,1963,2,9,40,34.203646,-118.043156,1159,1000,menziesii,Los Angeles,"""on upper trail of Winter Creek, above Chantry Flats in Santa Anita Canyon.""",cch1,WGS84
RSA421309,1973-03-29,1973,3,29,88,34.166069,-117.683611,713,150,menziesii,Los Angeles,"""Evey Canyon, San Gabriel Mtns, along roadside in open grassy area of mixed evergreen forest. 0.3 miles from mouth of canyon""",cch1,WGS84
RSA421311,1928-02-29,1928,2,29,60,34.130668,-117.719666,NA,2000,menziesii,Los Angeles,"""ThompsonAs Creek, Hills N of Claremont.""",cch1,WGS84
RSA421316,1929-04-29,1929,4,29,119,34.16667,-118.23342,NA,2000,menziesii,Los Angeles,Verdugo Woodland,cch1,WGS84
RSA421351,1933-04-09,1933,4,9,99,37.217168,-119.905438,NA,3360,menziesii,Mariposa,Raymond,cch1,WGS84
RSA421368,1945-03-25,1945,3,25,84,33.42605,-116.8679,610,1610,menziesii,San Diego,Cottonwood Creek near Aguanga,cch1,WGS84
RSA421370,1947-04-14,1947,4,14,104,33.1992,-116.5986,1067,1609.34,menziesii,San Diego,San Felipe.,cch1,WGS84
RSA509552,1989-03-17,1989,3,17,76,34.583333,-118.166667,884,NA,menziesii,Los Angeles,"""Palmdale area, Elizabeth Lake Road at California Aqueduct. San Andreas rift zone bisects the site.""",cch1,NA
RSA51250,1950-03-18,1950,3,18,77,37.7147,-122.3908,76,778.92056,menziesii,San Francisco,Bayview Hills.,cch1,NAD27
RSA523374,1935-03-06,1935,3,6,65,34.584766,-118.188557,945,500,menziesii,Los Angeles,4 miles west of Palmdale,cch1,WGS84
RSA523544,1990-04-02,1990,4,2,92,33.464167,-116.956944,488,NA,menziesii,Riverside,"""Vail Lake area, lower slopes of Agua Tibia Mtn, along Hwy 79, E of USFWS Dripping Springs Guard Station.""",cch1,NA
RSA575133,1994-04-05,1994,4,5,95,34.208333,-117.415278,701,NA,menziesii,San Bernardino,1.1 mile W of Glen Helen Road on FS Road 3N31 (Apple White Road),cch1,NA
RSA584034,1991-04-25,1991,4,25,115,34.249167,-117.801667,841,NA,menziesii,Los Angeles,"""San Gabriel Mtns: Doe Flat and immediate vicinity, situated between Graveyard Canyon and the E Fk of Susanna Canyon, draining to the lower E Fk of the San Gabriel River.""",cch1,NA
RSA588054,1994-04-15,1994,4,15,105,34.4662,-118.0305,1113,400,menziesii,Los Angeles,Santiago canyon: W slopes of drainage near confluence with Little Rock Creek.,cch1,NAD83
RSA589117,1992-04-04,1992,4,4,95,34.429,-117.8374,1207,150,menziesii,Los Angeles,"""Big Rock Creek: ca 0.25 mile S of Big Pines Highway, between the stream and Big Rock Creek Road.""",cch1,WGS84
RSA595452,1995-05-08,1995,5,8,128,34.611667,-118.326111,1098,NA,menziesii,Los Angeles,Slopes between Leona Valley and Lost Valley.,cch1,NA
RSA597768,1997-03-14,1997,3,14,73,34.74125,-118.717194,1213,NA,menziesii,Los Angeles,"""Liebre Mountains, lower southeastern flank of Bald Mountain, near head of Liebre Gulch, due west of Sandberg.""",cch1,NA
RSA597821,1969-04-20,1969,4,20,110,34.499427,-118.061306,NA,500,menziesii,Los Angeles,Mt. Emma Road just north of National Forest Boundary; ridge east of Hunt Canyon.,cch1,WGS84
RSA598872,1997-03-21,1997,3,21,80,34.7065,-118.480917,1195,NA,menziesii,Los Angeles,"""Liebre Mountains, Portal Ridge, upper Broad Canyon, ca. 1 mile east of VABM King and 1.2 miles east of the junction of Forest Service Roads 7N07 and 7N07A, along the ridgeline dividing Bleich Canyon and Broad Canyon.""",cch1,NA
RSA603648,1944-02-27,1944,2,27,58,36.5156,-121.94211,NA,990,menziesii,Monterey,Point Lobos Reserve: NE of China Cove.,cch1,WGS84
RSA605958,1935-04-09,1935,4,9,99,35.724,-120.296,457,1000,menziesii,San Luis Obispo,Cholame,cch1,NAD27
RSA607025,1968-05-24,1968,5,24,145,34.284317,-117.864724,1280,300,menziesii,Los Angeles,"""San Gabriel Mountains: Northwest slope of Smith Mountain, along Bear Creek Trail.""",cch1,WGS84
RSA608634,1931-03-19,1931,3,19,78,34.077121,-117.766439,NA,800,menziesii,Los Angeles,Pomona: Ganesha Heights.,cch1,WGS84
RSA611655,1998-03-17,1998,3,17,76,34.543278,-118.159056,976,NA,menziesii,Los Angeles,Liebre Mountains region: Anaverde Valley at north base of Sierra Pelona.,cch1,NA
RSA613472,1997-03-13,1997,3,13,72,33.470278,-117.076944,378,NA,menziesii,Riverside,"""NW Palomar Mountains, Agua Tibia Mountains: In the Redhawk Housing Development, north of the Pechanga Indian Reservation. The hills south of the intersection of Marge Place and Tehachapi Pass (south of Redhawk Parkway).""",cch1,NA
RSA674245,2003-02-10,2003,2,10,41,34.203333,-118.264722,823,NA,menziesii,Los Angeles,South side; Along dirt road (Brand Park Motorway) to top of crest at Verdugo Motorway. Area burned in Summer-Fall of 2002.,cch1,NA
RSA713429,2006-03-19,2006,3,19,78,35.441917,-120.310267,492,NA,menziesii,San Luis Obispo,"""roadside of 58-E, east of 101. Sunny flat, gravelly soil.""",cch1,NA
RSA717582,2004-04-09,2004,4,9,100,33.761111,-117.026944,488,NA,menziesii,Riverside,"""San Jacinto Valley: Tres Cerritos, ca. 3 miles WNW of Hemet, east of the Lakeview Mtns., in central valley among the three peaks.""",cch1,NA
RSA718849,1995-03-25,1995,3,25,84,34.406389,-117.605833,1378,NA,menziesii,San Bernardino,"""Pinon Hills area at Sheep Creek, 0.9 mi. south of Hwy 138 at Scrub Oak Rd.""",cch1,NA
RSA721505,1995-04-07,1995,4,7,97,34.208866,-117.666543,1220,800,menziesii,San Bernardino,"""flats immediately S of Spring Hill, W of FS Rd 2No4""",cch1,WGS84
RSA721602,1995-04-29,1995,4,29,119,34.299722,-117.480278,945,NA,menziesii,San Bernardino,"""West of Cajon Wash and south of Hwy 138, c. 1 mile SSW of Cajon Junction, off FS road 3N49.""",cch1,NA
RSA729931,1998-04-14,1998,4,14,104,34.423333,-117.714444,1512,NA,menziesii,Los Angeles,"""Southern Mojave Desert: 100 m east of mouth of Mescal Canyon, in Mescal Heights area, 50 m E of 237th St. East""",cch1,NA
RSA733445,2001-04-18,2001,4,18,108,34.453056,-117.806944,NA,NA,menziesii,Los Angeles,"""San Gabriel Mtns./Mojave Desert: Valyermo area, ridge top ca. 500 m east of south end of Bobs Gap""",cch1,NA
RSA745051A,2009-03-30,2009,3,30,89,34.94695,-119.40093,973,NA,menziesii,Kern,"""West end of the San Emigdio Mountains: Bitter Creek National Wildlife Refuge; Cienaga Canyon, off of Klipstein Canyon Road. Northeast of Cerro Noroeste Road. Near""",cch1,NA
RSA747646,2009-04-07,2009,4,7,97,34.942661,-119.381445,1089,500,menziesii,Kern,"""Western Transverse Range; San Emigdio Mountains Region; Bitter Creek National Wildlife Preserve, ca. 1.10 miles east northeast of junction of Cerro Noroeste Road and Klipstein Canyon Road.""",cch1,WGS84
RSA751393,2009-04-14,2009,4,14,104,34.19115,-116.91871,1701,NA,menziesii,San Bernardino,"""Santa Ana River Canyon, Converse Flats. S of Forest Road 1N04, W of Jct. with Radford Road (Forest Rd. 2N05). Along W edge of flat, E side of Hamilton Creek.""",cch1,NAD83
RSA764824,2009-03-21,2009,3,21,80,34.186072,-117.523128,850,3000,menziesii,San Bernardino,Etiwanda foothills. Alongside a second-order perennial stream.,cch1,WGS84
RSA770697,2010-04-12,2010,4,12,102,33.97288,-116.65146,610,NA,menziesii,Riverside,Whitewater Cyn. Along Whitewater River drainage and adjacent slopes below Whitewater Visitor Center (Whitewater Trout Farm).,cch1,NA
RSA770860,2010-04-13,2010,4,13,103,34.01961,-116.668175,823,NA,menziesii,Riverside,"""Transverse Ranges; San Bernardino Mountains region: Whitewater Canyon. Along Whitewater River drainage and adjacent slopes 1-2 miles above Whitewater Visitor Center (Whitewater Trout Farm)., Between N34.01961, W116.68175 and N34.01041 and W116.67141.""",cch1,NA
RSA772121,2010-04-13,2010,4,13,103,34.02559,-116.69098,915,NA,menziesii,Riverside,"""Whitewater Canyon. Along Whitewater River drainage and adjacent slopes 0-1 miles above Whitewater Visitor Center (Whitewater Trout Farm); between N34.00456, W116.67238 and N33.99629 and W116.66010.""",cch1,NA
RSA776228,2011-03-29,2011,3,29,88,33.95674,-116.66391,762,NA,menziesii,Riverside,"""Haugen Lehmann exit, Pacific Crest Trail up into canyon east of Cottonwood Canyon""",cch1,NAD83
RSA77919,1952-04-16,1952,4,16,107,36.177229,-118.796146,457,3752,menziesii,Tulare,"""About Bear Creek, roughly 4 miles north of Springville along North Fork Tule River.""",cch1,WGS84
RSA784260,1962-06-24,1962,6,24,175,34.077884,-116.967137,1585,4000,menziesii,San Bernardino,"""North of Yucaipa ridge along Oak Glen-Forest Home fireroad, SE San Bernardino Mts.""",cch1,WGS84
RSA79215,1952-03-23,1952,3,23,83,34.129214,-117.742285,427,800,menziesii,Los Angeles,canyon north of Webb School; east of Live Oak Canyon.,cch1,WGS84
RSA794025,2012-05-08,2012,5,8,129,34.311017,-117.438833,1198,NA,menziesii,San Bernardino,"""Western San Bernardino Mountains: Cajon Pass area, Cleghorn Road (dirt), 2 miles airline east (92 degrees) of Cajon Junction.""",cch1,NA
SBBG108619,1967-04-30,1967,4,30,120,35.195066,-118.534846,NA,300,menziesii,Kern,near Tehachapi Loop monument on old Tehachapi Hwy,cch1,WGS84
SBBG108888,1991-04-12,1991,4,12,102,35.339,-120.617,609,1000,menziesii,San Luis Obispo,"""East Cuesta Ridge, 2 mi up East Cuesta Ridge Rd from La Cuesta Summit""",cch1,NA
SBBG110918,1995-04-01,1995,4,1,91,35.903,-121.132,300,1200,menziesii,Monterey,"""near Sam Jones Rd, ca. 2 km W of San Antonio River, ca. 3.5 km NE of Piojo Valley Reservoir; Ft Hunter Liggett""",cch1,NA
SBBG113301,1995-04-01,1995,4,1,91,36.0802,-121.2721,340,1200,menziesii,Monterey,"""above Mission Crk, W of jct of Mission Crk and upper Milpitas Rds, ca. 0.5 km E of Coleman Reservoir; Ft Hunter Liggett""",cch1,NA
SBBG114372,1998-04-25,1998,4,25,115,34.895,-119.413,1219,2000,menziesii,Ventura,"""N of Ballinger Cyn Cmpgrd, adj to main rd""",cch1,NA
SBBG123782,1995-04-06,1995,4,6,96,36.0802,-121.2721,360,1200,menziesii,Monterey,"""above Mission Crk, W of jct of Mission Crk and Upper Milpitas Rds, ca. 0.6 km E of Coleman Reservoir, ca. 3.2 km W of Cosio Knob; Ft Hunter Liggett""",cch1,NA
SBBG124298,2003-04-25,2003,4,25,115,34.733,-118.88,1188,1500,menziesii,Ventura,"""Hungry Valley State Vehicular Recreation Area, Gold Hill Rd W of jct with Hungry Valley Rd""",cch1,NA
SBBG127800,2003-04-05,2003,4,5,95,34.5767,-118.8861,883,500,menziesii,Ventura,"""N border of Sespe Condor Sanctuary, vicinity of Ant Camp on Agua Blanca Crk""",cch1,NA
SBBG13120,1961-03-10,1961,3,10,69,36.1015,-120.311,NA,NA,menziesii,Fresno,Jacalitos Cyn near Coalinga,cch1,NA
SBBG15021,1962-04-07,1962,4,7,97,35.5935,-120.152,601,1000,menziesii,San Luis Obispo,"""Goldtree Hills, 0.5 mi SW of Grant Lake""",cch1,NA
SBBG20369,1964-04-03,1964,4,3,94,34.942,-120.1995,335,5400,menziesii,Santa Barbara,Colson Cyn,cch1,NA
SBBG29932,1940-03-24,1940,3,24,84,36.0942,-120.4711,487,1000,menziesii,Fresno,"""Curry Mtn, Waltham Cyn [Warthan Cyn]), 9 mi SW of Coalinga""",cch1,NA
SBBG30116,1968-04-30,1968,4,30,121,35.418,-118.579,1859,1000,menziesii,Kern,Rankin Ranch logging rd up Breckenridge Mtn,cch1,NA
SBBG40449,1951-03-17,1951,3,17,76,37.88,-122.189,NA,NA,menziesii,Contra Costa,W of Orinda,cch1,NA
SBBG46841,1973-04-11,1973,4,11,101,35.4585,-120.3335,NA,1000,menziesii,San Luis Obispo,St Hwy 58 near Shell Crk,cch1,NA
SBBG48273,1973-03-14,1973,3,14,73,34.4293,-119.706,NA,500,menziesii,Santa Barbara,El Mirasol block between Sola and Micheltorena streets; Santa Barbara,cch1,NA
SBBG49063,1974-02-17,1974,2,17,48,35.01,-120.48,NA,1000,menziesii,San Luis Obispo,"""Grand View Mesa, Nipomo""",cch1,NA
SBBG6134,1945-03-10,1945,3,10,69,37.324,-119.558,1051,6500,menziesii,Madera,Bass Lake,cch1,NA
SBBG64774,1928-03-25,1928,3,25,85,34.4895,-120.225,NA,500,menziesii,Santa Barbara,Gaviota Pass,cch1,NA
SBBG64776,1929-03-29,1929,3,29,88,34.664,-120.333,NA,12000,menziesii,Santa Barbara,Buellton to Lompoc,cch1,NA
SBBG81949,1950-03-18,1950,3,18,77,34.971165,-119.455567,NA,500,menziesii,Kern,"""Soda Lake Rd to Carrizo Plain, ca. 0.8 mi off Hwy 399; near SLO County line""",cch1,WGS84
SBBG82088,1950-04-30,1950,4,30,120,35.422,-119.931,1066,2000,menziesii,San Luis Obispo,"""near Carneros Cyn, Temblor Range""",cch1,NA
SBBG82156,1955-03-24,1955,3,24,83,34.3884,-119.3605,NA,2250,menziesii,Ventura,"""Casitas Pass Rd, Ventura River watershed""",cch1,NA
SBBG82157,1955-04-10,1955,4,10,100,34.7832,-120.0169,NA,2000,menziesii,Santa Barbara,old rd near Zaca Lake towards the Manzana River,cch1,NA
SBBG82159,1955-03-24,1955,3,24,83,34.386,-119.3804,338,1000,menziesii,Ventura,Casitas Pass; Ventura River watershed,cch1,NA
SBBG82201,1947-04-17,1947,4,17,107,34.601,-120.028,NA,NA,menziesii,Santa Barbara,"""Happy Cyn, upper Santa Ynez Valley""",cch1,NA
SBBG82202,1956-04-05,1956,4,5,96,34.7216,-119.9494,NA,1000,menziesii,Santa Barbara,"""rd near Big Cone Spruce grove on Ranger Pk, E of Figueroa Mtn""",cch1,NA
SBBG82204,1957-05-23,1957,5,23,143,34.774,-119.642,NA,1000,menziesii,Santa Barbara,Santa Barbara Potrero,cch1,NA
SBBG82469,1955-03-25,1955,3,25,84,34.6515,-120.3135,NA,500,menziesii,Santa Barbara,Campbell Rd ca. 8 mi W of Buellton,cch1,NA
SBBG82606,1953-04-28,1953,4,28,118,34.844,-120.45,NA,5000,menziesii,Santa Barbara,"""Graciosa Cyn, S of Orcutt""",cch1,NA
SBBG82621,1957-04-09,1957,4,9,99,34.511,-119.809,NA,1000,menziesii,Santa Barbara,"""El Camino Cielo, ca. 0.75 mi E of San Marcos Pass""",cch1,NA
SBBG82629,1963-04-30,1963,4,30,120,34.941,-120.2073,NA,2500,menziesii,Santa Barbara,lower Colson Cyn,cch1,NA
SBBG82630,1956-05-16,1956,5,16,137,34.521,-119.915,914,2500,menziesii,Santa Barbara,El Camino Cielo ca. 9 mi W of San Marcos Pass,cch1,NA
SD115641,1983-05-14,1983,5,14,134,32.63057,-116.0937,1157,241.401,menziesii,Imperial,"""In-Ko-Pah Mountains, south of I-8. (IPB 10/07)""",cch1,WGS84
SD133999,1991-04-22,1991,4,22,112,33.33144,-116.71249,929,241.401,menziesii,San Diego,"""NE side of Aguanga Mountain, mouth of Blue Canyon, 6.75 mi. NW of Warner Springs P.O. by way of Calif. Hwy. 79.""",cch1,WGS84
SD157168,2004-05-02,2004,5,2,123,33.3167,-116.7353,1376,NA,menziesii,San Diego,"""Palomar Mountain Divide Truck Trail, South of Highway 79, nearest town is Oak Grove.""",cch1,NA
SD176707,1997-02-24,1997,2,24,55,33.1403,-116.5297,831,NA,menziesii,San Diego,"""San Felipe Valley, approx 5.0 air miles NW of intersection of State Hwy 78 and County Hwy S-2 within the San Felipe Valley Wildlife Area, California Dept. of Fish & Game. 200 feet E of S-2 at SW corner of property.""",cch1,NA
SD176708,2006-05-04,2006,5,4,124,33.2299,-116.6437,979,NA,menziesii,San Diego,"""Between Warner Springs and Ranchita on Vista Irrigation District land. South of S-2 (San Felipe Road), approx. 2I(c) mi SE of its junction with SR-79.""",cch1,NA
SD182242,2005-04-24,2005,4,24,114,33.3205,-116.7428,1250,NA,menziesii,San Diego,Aguanga Mountain; Palomar Mountain Divide Truck Trail; Maple Lode Mine; 2I(c) mi SW of Holcomb Village,cch1,NA
SD185718,2002-04-07,2002,4,7,97,33.22,-116.6,1135,NA,menziesii,San Diego,"""W of Ranchita on S22, 0.3 mi E of its junction with S2 on south side of road. This site is a barrow pit area highly disturbed.""",cch1,NA
SD193848,2005-03-15,2005,3,15,74,33.19458,-116.50812,1223,NA,menziesii,San Diego,"""Ranchita, 1 mi S of junction of Montezuma Valley Rd (S22) and Wilson Rd, 7 mi NW of junction of HWY 78 and San Felipe Rd (S2)""",cch1,NA
SD195190,2007-04-22,2007,4,22,112,33.34201,-116.64702,1168,NA,menziesii,San Diego,"""Warner Springs, Cleveland National Forest, Lost Valley Road 3.8 mi N of Warner Springs (Hwy 79), 3 mi S of Chihuahua Valley Road""",cch1,NA
SD210265,2010-05-26,2010,5,26,146,33.28965,-116.58698,1435,NA,menziesii,San Diego,Eagles Nest: Fletcher Family Ranch; E of Warner Springs on the SW side of Hot Springs Mountain; at the end on Eagles Nest Road; along dirt road loop ENE of lake,cch1,NA
SD215563,1997-03-21,1997,3,21,80,34.70639,-118.48083,1195,NA,menziesii,Los Angeles,"""Portal Ridge, upper Broad Canyon, ca. 1.0 mile east of VABM King and 1.2 mile east of the junction of Forest Service Roads 7N07 and 7N07A, along the ridgeline diving Bleich Canyon and Broad Canyon.""",cch1,NA
SD216142,2008-03-25,2008,3,25,85,32.96111,-117.25556,32,NA,menziesii,San Diego,"""San Diego, Crest Canyon, I(c) mile W of Interstate 5, 225 yds S of Race Track View Drive, northern section off main trail""",cch1,NA
SD216143,2009-04-22,2009,4,22,112,33.2878,-116.6319,968,NA,menziesii,San Diego,"""Warner Springs Ranch, about I(c) mi NE of Warner Springs, northeast of horse barn on hiking trail going northeast uphill.""",cch1,NA
SD219886,2010-04-01,2010,4,1,91,33.08049,-116.52357,769,NA,menziesii,San Diego,"""San Felipe Valley Wildlife Area, California Fish & Game property. SW of San Felipe Valley, 1.6 miles ENE of Banner and 3.0 miles WSW of intersection of County Road S-2 and State hwy. 78. S-side of 78.""",cch1,NA
SD220388,2010-05-01,2010,5,1,121,33.34685,-116.79642,1629,NA,menziesii,San Diego,"""Aguanga Mountain, Cleveland National Forest, along Palomar Mountain Divide Truck Trail, near 5.5 air miles WNW of junction with Highway 79.""",cch1,NA
SD221137,2010-05-08,2010,5,8,128,33.3711,-116.68994000000001,1326,NA,menziesii,San Diego,Cleveland National Forest; Puerta La Cruz Road; about 1 mile SE Mitchell Camp Road and Chihuahua Valley Road; south-east of the junction with Puerta La Cruz Trail.,cch1,NA
SD221139,2010-05-20,2010,5,20,140,33.38696,-116.68639,1269,NA,menziesii,San Diego,Northern San Diego County; along Old Mitchell Camp Road 0.17 mile N of junction with Chihuahua Valley Road,cch1,NA
SD221141,2010-04-14,2010,4,14,104,33.36631,-116.67929,1206,NA,menziesii,San Diego,"""Cleveland National Forest; Puerta La Cruz Road; 1.4 miles SE Mitchell Camp Road and Chihuahua Valley Road at small, dry riverbed that crosses the road.""",cch1,NA
SD226501,2011-05-08,2011,5,8,128,33.37167,-116.72833,1047,NA,menziesii,San Diego,"""Chihuahua Valley Road, 1.1 mile E of intersection with Highway 79.""",cch1,NA
SD251033,2011-05-09,2011,5,9,129,33.39447,-116.68579,1274,NA,menziesii,San Diego,Chihuahua Valley; along Old Mitchell Camp Road; 0.70 mile N of Chihuahua Valley Road,cch1,NA
SD254634,2013-03-26,2013,3,26,85,38.56861,-120.84611,262,NA,menziesii,Amador,"""Northern Sierra Nevada Foothills: Along CA-49, 1.5 miles south of its junction with Sand Ridge Road, between Plymouth and El Dorado (Fiddletown 7.5'Q)""",cch1,NA
SD259282,2008-03-09,2008,3,9,69,33.00921,-117.24916,6,NA,menziesii,San Diego,"""San Elijo Lagoon Ecological Reserve; South side of trail approx I(c) way between trailheads, Santa Carina and Santa Helena. Solana Beach.""",cch1,WGS84
SD262514,2014-04-11,2014,4,11,101,33.21246,-116.46545,1021,NA,menziesii,San Diego,"""Anza-Borrego Desert State Park, Chimney Spring Drainage, 6.14 air miles SW of Borrego Springs and .75 air mile NW of intersection of Old Culp Valley Road and County Hwy. S-22.""",cch1,NA
SD262515,2009-04-04,2009,4,4,94,33.3111,-116.6421,1093,NA,menziesii,San Diego,Cleveland National Forest; Warner Springs; N facing shoulder of Lost Creek Road; vicinity of 2 miles NNE of junction Lost Creek Road and Highway 79,cch1,NA
SD262516,2012-04-18,2012,4,18,109,33.12596,-116.5638,979,NA,menziesii,San Diego,"""Arkansas Canyon, NE-flank of Volcan Mountain. San Felipe Valley Wildlife Area, California Fish & Game property. 5.7 air miles NW of intersection of State hwy. 78 and County Road S-2.""",cch1,NA
SD262517,2015-03-23,2015,3,23,82,33.22449,-116.47383,1109,NA,menziesii,San Diego,Anza-Borrego Desert State Park; head of South Fork Hellhole Canyon; 6.16 air miles SW of Borrego Springs; 0.91 air mile NW of intersection of County Hwy. S-22 and Culp Valley Campground/Pena Spring Primitive Road.,cch1,NA
SD262518,2009-04-04,2009,4,4,94,33.2131,-116.583,1096,NA,menziesii,San Diego,Warner Springs; Northeast facing slope along Pacific Crest Trail; 0.38 mile SE of Barrel Spring trailhead off of Montezuma Rd.,cch1,NA
SD85503,1971-03-27,1971,3,27,86,33,-116.83333,390,402.335,menziesii,San Diego,"""Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.""",cch1,WGS84
SDSU12547,1996-04-21,1996,4,21,112,32.975,-116.55417,1433,NA,menziesii,San Diego,"""Southern portion of Lake Cuyamaca, immediately north of Stone wall Mine. Lake Cuyamaca Park and Recreational District.""",cch1,NA
SDSU18390,2008-02-21,2008,2,21,52,33.79722,-117.46225,418,NA,menziesii,Riverside,"""El Sobrante Landfill preserve area, western Riverside County, east of Interstate 15 off Temescal Canyon Road. Ca. 5 kilometers east off freeway. Access through landfill entrance.""",cch1,NA
SEINET7063415,1947-03-29,1947,3,29,88,33.6849,-117.2032,434,NA,menziesii,Riverside,"""About 6.2 miles east of Lake Elsinore on Newport Road. UTM Zone 11, 481169mE, 3727240mN. (WGS84/NAD83).""",cch1,NA
SEINET7063430,1947-03-30,1947,3,30,89,33.5748,-117.0086,549,NA,menziesii,Riverside,"""About 4.2 miles west of Sage on East Benton Road. UTM Zone 11, 499198mE, 3715007mN. (WGS84/NAD83).""",cch1,NA
SEINET7063438,1947-03-30,1947,3,30,89,33.5757,-116.9849,561,NA,menziesii,Riverside,"""About 4.2 miles west of Sage in Tucalota Valley on East Benton Road. UTM Zone 11, 501405mE, 3715115mN. (WGS84/NAD83).""",cch1,NA
SFV17366,1998-05-28,1998,5,28,148,34.26666667,-118.1416667,976,NA,menziesii,Los Angeles,San Gabriel Mountains Arroyo Seco near Switzer's Picnic Area.,cch1,NAD27
SFV17937,1999-04-17,1999,4,17,107,35.91666667,-119.4083333,800,NA,menziesii,Kern,"""Ventura Mountains San Emigdio Mountains. Cerro Noroeste Road, 4 km south of Cienega Canyon.""",cch1,NAD27
SFV21021,2003-02-10,2003,2,10,41,34.20333333,-118.2647222,823,NA,menziesii,Los Angeles,Verdugo Mountains South side of Verdugo Mountains along dirt road (Brand Park Motorway) to top of crest at Verdugo Motorway. South side of slope at saddle of Verdugo Motorway and Brand Park Motorway on the crest of mountains.,cch1,NAD27
UCD102389,2002-04-24,2002,4,24,114,37.866667,-121.883333,890,NA,menziesii,Contra Costa,Mount Diablo State Park. North Peak Road to North Peak.,cch1,NA
UCD118354,2012-05-05,2012,5,5,126,38.561667,-122.403333,387,NA,menziesii,Napa,"""Las Posadas State Experimental Forest. Northeastern part of property, on Recreation flat.""",cch1,NAD83
UCD120251,2006-04-20,2006,4,20,110,38.631944,-120.722222,665,NA,menziesii,El Dorado,"""Northern Sierra Nevada: Between N and Middle forks of Cosumnes River; junction of Sand Ridge Road and Cutaway Lane, 2.1 mi SW of Somerset.""",cch1,NA
UCD120252,2007-04-23,2007,4,23,113,38.540278,-120.840833,302,NA,menziesii,Amador,Northern Sierra Nevada Mountains: along Bell Road beside Plymouth Creek just east of CA-49 in the vicinity of Enterprise.,cch1,NA
UCD120254,1995-05-21,1995,5,21,141,38.433333,-122.166667,250,NA,menziesii,Napa,South side of Highway 128 about 3 mi. west of Wragg Canyon Rd.,cch1,NA
UCD120255,1995-05-19,1995,5,19,139,39.083333,-120.883333,400,NA,menziesii,Placer,"""Near a road cut about 1 km from the trailhead of the Steven's Trail that descends the north fork of the American River Canyon outside of Colfax, south of I-80.""",cch1,NA
UCD131927,2013-04-14,2013,4,14,104,38.999722,-122.803333,562,NA,menziesii,Lake,"""Clear Lake State Park. NE of Kelseyville. Lower northern slope of Mount Konocti. South side of park, south of Soda Bay Road. South of undeveloped road that goes southeast from Glebe Road past the gate.""",cch1,NAD83
