specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,county,locality,datum,source
RSA0065634,2015-03-19,2015,3,19,78,34.42758,-118.18402,846,NA,integrifolia,Los Angeles,"""San Gabriel Mountains: Arrastre Canyon, south of Acton.""",NA,cch1
RSA0073978,2010-04-24,2010,4,24,114,32.726,-116.9404,125,NA,integrifolia,San Diego,Rancho San Diego; US Fish & Wildlife Refuge; N side of San Miguel Mountains; W of Millar Ranch Road; 0.37 miles SSW of junction with highway 94 (Campo Road).,NA,cch1
RSA12318,1934-04-15,1934,4,15,105,33.26802,-117.17116,122,1610,integrifolia,San Diego,4 miles from Bonsall on road to Moosa Canyon.,WGS84,cch1
RSA12926,1935-04-07,1935,4,7,97,33.5963,-117.4647,762,500,integrifolia,Orange,"""San Juan Canyon, Ortega Hwy, 2 miles east Orange County.""",WGS84,cch1
RSA180273,1965-04-04,1965,4,4,94,33.5051,-117.2834,NA,200,integrifolia,Riverside,8 miles west of Murrieta-Tenaja Range.,WGS84,cch1
RSA182182,1963-04-30,1963,4,30,120,34.167795,-117.68615,808,700,integrifolia,Los Angeles,"""Evey Canyon, northeast of Claremont on road to Mt. Baldy.""",WGS84,cch1
RSA226948,1971-06-05,1971,6,5,156,34.202078,-117.485313,1418,800,integrifolia,San Bernardino,San Sevaine Cow Camp.,WGS84,cch1
RSA233474,1969-05-29,1969,5,29,149,34.1632,-117.6823,701,16.0934,integrifolia,San Bernardino,"""Angeles National Forest, at junction of Evey Canyon with San Antonio Canyon.""",NAD83/WGS84,cch1
RSA24986,1941-04-29,1941,4,29,119,34.771617,-115.70569,1372,900,integrifolia,San Bernardino,"""Mojave Desert, S side of Old Dad-Granite Mt. Range. East fork (upper portion) of Willow Spring Canyon""",WGS84,cch1
RSA252917,1973-04-20,1973,4,20,110,34.451769,-117.764984,1280,500,integrifolia,Los Angeles,"""San Gabriel Mts., Mojave Desert slopes: 3.2 miles S of Hwy 138 along Grandview Canyon Rd.""",WGS84,cch1
RSA262102,1971-03-24,1971,3,24,83,33.625,-117.375,1220,NA,integrifolia,Riverside,Main Divide Truck Trail between El Carriso and San Mateo Canyon. Cleveland National Forest.,NA,cch1
RSA29712,1932-05-28,1932,5,28,149,34.214154,-117.667245,1113,300,integrifolia,Los Angeles,San Gabriel Mtns.: Cascade Canyon off San Antonio Canyon.,WGS84,cch1
RSA309677,1979-05-10,1979,5,10,130,34.283611,-117.344722,1037,1000,integrifolia,San Bernardino,San Bernardino Mountains: Silverwood Lake Recreational Park on SW bay of lake.,NA,cch1
RSA333764,1980-06-02,1980,6,2,154,34.325556,-117.267222,976,1000,integrifolia,San Bernardino,"""Near Mojave River, S of Hesperia and 5.2 miles N of junction of Silverwood Lake and Hesperia roads.""",NA,cch1
RSA336454,1978-05-04,1978,5,4,124,34.204211,-117.143464,500,750,integrifolia,San Bernardino,San Bernardino National Forest: Along City Creek Road to Big Bear.,WGS84,cch1
RSA421268,1949-06-18,1949,6,18,169,34.16018,-117.79704,854,100,integrifolia,Los Angeles,"""Johnstone Peak, San Gabriel Mts.""",WGS84,cch1
RSA421301,1902-05-01,1902,5,1,121,33.995556,-119.715,1220,NA,integrifolia,Los Angeles,Vicinity of Elizabeth Lake. Pine Canyon.,NA,cch1
RSA421302,1940-03-17,1940,3,17,77,34.3785,-118.5286,610,5000,integrifolia,Los Angeles,Near Newhall,WGS84,cch1
RSA421313,1903-03-30,1903,3,30,89,34.152867,-118.121454,NA,6700,integrifolia,Los Angeles,"""Hillsides, Pasadena""",WGS84,cch1
RSA421373,1944-04-09,1944,4,9,100,34.498,-119.241,NA,500,integrifolia,Ventura,"""Nordhoff Peak, Ojai Valley.""",NAD83,cch1
RSA421377,1979-05-05,1979,5,5,125,34.2909,-118.1705,915,800,integrifolia,Los Angeles,"""Angeles Forest Highway 3 miles from jct. with Angeles Crest Hwy, ca. 30 yds. up a small stream.""",WGS84,cch1
RSA421378,1933-04-02,1933,4,2,92,34.511496,-118.346151,NA,22000,integrifolia,Los Angeles,Mint Canyon.,WGS84,cch1
RSA421482,1976-06-26,1976,6,26,178,34.18511,-117.1419,1159,1600,integrifolia,San Bernardino,10 miles WSW of Running Springs on State Highway 30.,NAD83,cch1
RSA421483,1929-05-22,1929,5,22,142,34.3735,-117.6129,1067,2500,integrifolia,San Bernardino,"""Sheep Creek Canyon, Mahave Desert.""",WGS84,cch1
RSA421485,1932-06-10,1932,6,10,162,34.256449,-117.219894,1524,1000,integrifolia,San Bernardino,"""Lake Arrowhead, Grass Valley.""",WGS84,cch1
RSA421497,1938-05-29,1938,5,29,149,32.8433,-116.4806,NA,12070.05,integrifolia,San Diego,Laguna Mt.,WGS84,cch1
RSA421498,1925-06-08,1925,6,8,159,32.87988,-116.45768,NA,806,integrifolia,San Diego,Laguna Lake region.,WGS84,cch1
RSA43793,1949-06-01,1949,6,1,152,33.34176,-116.90197,NA,1367.939,integrifolia,San Diego,"""Doane Valley, Palomar Mt.""",WGS84,cch1
RSA574968,1994-04-08,1994,4,8,98,34.269167,-117.4625,823,NA,integrifolia,San Bernardino,"""Eastern San Gabriel Mountains: Junction of Lone Pine Canyon & Cajon Canyon, 100 m W of Cajon Wash.""",NA,cch1
RSA575409,1993-07-16,1993,7,16,197,34.209167,-117.508611,1622,1000,integrifolia,San Bernardino,"""San Gabriel Mountains. San Sevaine Flats, near well.""",NA,cch1
RSA579473,1994-05-10,1994,5,10,130,34.610556,-118.571944,668,NA,integrifolia,Los Angeles,Warm Springs Mountain: at the confluence of a blueline drainage NNE off the face of Warm Springs Mtn; ca 1250 m WNW from the canyon's effluence into Elizabeth Lake Canyon,NA,cch1
RSA580464,1994-05-11,1994,5,11,131,34.691944,-118.604167,1317,NA,integrifolia,Los Angeles,Atmore Meadows: between Liebre and Sawmill Mountains; streams draining southward to the North Fork of Fish Canyon. (sections not demarcated).,NA,cch1
RSA584043,1992-04-21,1992,4,21,112,34.220266,-117.716422,1317,500,integrifolia,Los Angeles,"""Glendora Ridge Road: on the divide between upper East Fork San Dimas Canyon & Lower Cow Canyon, daining toward the latter""",WGS84,cch1
RSA586935,1995-05-04,1995,5,4,124,33.4525,-116.956389,610,NA,integrifolia,Riverside,"""NW Palomar Mountains; Agua Tibia Mountains; Cleveland National Forest, Agua Tibia Wilderness Area. N slope of Agua Tibia Mtn., E of the Dripping Springs Alcove Area, N of the Woodchuck Trail.""",NA,cch1
RSA587321,1995-06-13,1995,6,13,164,33.3966,-116.973,1049,241.401,integrifolia,San Diego,"""NW Palomar Mountains; Agua Tibia Mountains; Cleveland National Forest, Agua Tibia Wilderness Area, W slope of Agua Tibia Mountains, SSW of Crosley Saddle., N branch of upper Agua Tibia Creek, at confluences of two large drainages from the E. North of the wilderness boundary. T9S R1W NE/4 NW/4 Sec.15.""",WGS84,cch1
RSA592849,1996-05-01,1996,5,1,122,34.691667,-118.55,1524,NA,integrifolia,Los Angeles,"""Liebre Mountains, Sawmill Mountain, upper slopes and summit at head of Heryford Canyon, east of the junction of 7N23 and 7N08.""",NA,cch1
RSA597259,1968-06-14,1968,6,14,166,34.2034,-117.487,1433,160.934,integrifolia,San Bernardino,San Gabriel Mountains. San Sevaine Cow Camp.,NAD83/WGS84,cch1
RSA598950,1970-04-04,1970,4,4,94,34.159237,-117.827908,412,800,integrifolia,Los Angeles,"""in and near Glendora Wilderness Park, Big Dalton Canyon""",WGS84,cch1
RSA599257,1997-03-31,1997,3,31,90,34.687167,-118.662278,914,NA,integrifolia,Los Angeles,"""Liebre Mountains region: Knapp Ranch area at upper end of Castaic Creek drainage in broad alluvial valley at head of Cienaga Canyon, south of Liebre Mountain""",NA,cch1
RSA599470,1997-04-01,1997,4,1,91,34.692417,-118.604222,1317,NA,integrifolia,Los Angeles,Liebre Mountains region: Atmore Meadows area at the southeastern end of Liebre Mountain in a tributary drainage to the North Fork Fish Canyon.,NA,cch1
RSA600077,1997-05-20,1997,5,20,140,34.691417,-118.55475,1341,NA,integrifolia,Los Angeles,"""Liebre Mountains region: Northern flank of Sawmill Mountain, upper Heryford Canyon drainage, just northeast of Sawmill Summit at the junction of Forest Service roads 7N23 and 7N08.""",NA,cch1
RSA607224,1968-05-31,1968,5,31,152,34.300557,-117.979918,1128,400,integrifolia,Los Angeles,San Gabriel Mountains: Devil's Canyon.,WGS84,cch1
RSA609597,1968-05-09,1968,5,9,130,34.203889,-117.406667,622,1000,integrifolia,San Bernardino,San Gabriel Mountains: NW end of Muscupiabe,NA,cch1
RSA613142,1997-03-06,1997,3,6,65,33.4384,-117.0758,396,1000,integrifolia,Riverside,"""NW Palomar Mountains, Agua Tibia Mountains: Pechanga Indian Reservation. Area between a newly established firebreak on the south end of the Reservation, west of Magee Truck Trail and upper Pala Creek.""",NAD83,cch1
RSA615510,1967-05-18,1967,5,18,138,34.3781,-118.4578,518,1000,integrifolia,Los Angeles,San Gabriel Mountains: Placerita Canyon.,WGS84,cch1
RSA618787,1973-04-20,1973,4,20,110,34.449722,-118.158333,945,NA,integrifolia,Los Angeles,San Gabriel Mountains: Aliso Canyon approximately 1/2 mile east of Blum Ranch.,NA,cch1
RSA655478,1998-05-12,1998,5,12,132,34.374722,-117.45,1250,1000,integrifolia,San Bernardino,"""Mojave Desert: Baldy Mesa, Lugo-Vincent Powerline (S Cal. Edison), ca. 1 mi. W of I-15 and N of Cajon Summit)""",NA,cch1
RSA666506,1993-03-28,1993,3,28,87,34.189167,-117.271389,600,NA,integrifolia,San Bernardino,"""San Bernardino Mountains: Waterman Canyon, 1 km W of Arrowhead Hot Spr. Hotel, at & below the 1st stream Xing of Old Waterman C. Rd.""",NA,cch1
RSA66658,1924-05-16,1924,5,16,137,34.1862,-117.6608,NA,1684,integrifolia,Los Angeles,Stoddard Canyon,WGS84,cch1
RSA69060,1938-04-27,1938,4,27,117,33.27763,-116.85549,1050,402.335,integrifolia,San Diego,"""Cedar Creek Bridge, Alt 1050m. San Diego County.""",WGS84,cch1
RSA69363,1951-06-05,1951,6,5,156,33.33853,-116.8983,1372,1609,integrifolia,San Diego,Doan Valley.,WGS84,cch1
RSA699273,1934-04-28,1934,4,28,118,33.7806,-117.5871,NA,1000,integrifolia,Orange,Ladd Canyon-Santa Ana Mts. PR8.,WGS84,cch1
RSA701641,2001-03-16,2001,3,16,75,32.628333,-116.11,1046,NA,integrifolia,Imperial,"""Jacumba Natural Area, In-ko-pah Mountains, near SmugglerAs Cove.""",NA,cch1
RSA708611,2001-05-16,2001,5,16,136,34.19525,-118.206583,457,NA,integrifolia,Los Angeles,Northern San Rafael Hills: Liz's Loop (Edison Road) to Cherry Canyon Fire Road.,NA,cch1
RSA725200,2005-05-06,2005,5,6,126,34.42548,-117.80429,1444,NA,integrifolia,Los Angeles,"""Off Big Pines Hwy (Road N) on the N side of the San Gabriel Mountains. Near Shoemaker Canyon. Along ridge, wash and roadside.""",NA,cch1
RSA729397,1998-05-23,1998,5,23,143,34.301389,-117.495833,1335,1000,integrifolia,San Bernardino,"""Ralston Peak, on southern ridge.""",NA,cch1
RSA729927,1998-04-26,1998,4,26,116,34.187778,-117.721111,1317,NA,integrifolia,Los Angeles,"""Browns Flat, San Dimas Experimental Forest""",NA,cch1
RSA729936,1999-06-25,1999,6,25,176,34.195833,-117.716667,1159,NA,integrifolia,Los Angeles,"""San Gabriel Mtns.: Fern Canyon at falls, c. 1,7 mi. east of confluence with upper East Fork San Dimas Canyon""",NA,cch1
RSA730888,2008-05-01,2008,5,1,122,35.418611,-118.256111,1372,1000,integrifolia,Kern,"""Piute Mountains, lower Esperanza Canyon at eastern base of Sorrell Peak and western edge of Kelso Valley.""",NA,cch1
RSA733241,2005-06-29,2005,6,29,180,32.9144,-116.4578,1660,NA,integrifolia,San Diego,"""Laguna Mountains: Clevelad National Forest; vicinity of Penny Pines above Storm Canyon, E of Sunrise highway and W of the Pacific Crest Trail, Sw of Garnet Peak.""",NA,cch1
RSA733465,2007-03-25,2007,3,25,84,32.7547,-116.6622,635,NA,integrifolia,San Diego,"""Cleveland National Forest: Pine Creek Wilderness; north of Barrett Lake, southeast of Alpine north of the Horsethief Canyon Trailhead on Lyons Valley Road, along a trail in the bottom of Horsethief Canyon not that this area was partially burned in 2006.""",NA,cch1
RSA733768,2000-06-19,2000,6,19,171,34.223611,-117.901944,1384,NA,integrifolia,Los Angeles,"""Pine Mountain, north of Azusa.""",NA,cch1
RSA75866,1919-04-16,1919,4,16,106,34.232825,-117.434089,686,2000,integrifolia,San Bernardino,South slope of Cajon Pass.,WGS84,cch1
RSA75878,1925-05-12,1925,5,12,132,32.59699,-116.65411,686,4827,integrifolia,San Diego,Potrero Grade,WGS84,cch1
RSA75880,1930-05-11,1930,5,11,131,33.2417,-116.7631,854,402.335,integrifolia,San Diego,Henshaw Dam.,WGS84,cch1
RSA75881,1924-05-16,1924,5,16,137,34.204263,-117.124695,1524,1000,integrifolia,San Bernardino,"""City Creek Road, Fredalba, San Bernardino Mts.""",WGS84,cch1
RSA75884,1925-03-18,1925,3,18,77,34.32692,-118.502841,381,1600,integrifolia,Los Angeles,South slope of Newhall Grade between Saugus and San Fernando Valley,WGS84,cch1
RSA768634,2010-04-13,2010,4,13,103,34.04398,-116.71046,1188,NA,integrifolia,San Bernardino,"""Whitewater Canyon Bioblitz: At saddle just east of Wathier Landing, [from] near 34.04398N, 116.71046W. Surveyed along old road in a southeast direction to 34.03946N, 116.70286W., Northeast facing slope of mountain, within northwest section of Catclaw Flat.""",NA,cch1
RSA769524,2010-05-10,2010,5,10,130,33.64496,-116.65589,1349,NA,integrifolia,Riverside,"""San Bernardino National Forest: Garner Valley, approximately 1.1 air mile southeast of junction of forest service road 6S13 and forest service road 6S04.""",NA,cch1
RSA780656,2010-06-01,2010,6,1,152,34.16851,-116.96044,1462,NA,integrifolia,San Bernardino,"""Along Santa Ana River, just S of Forest Service Rd IN09""",NAD83,cch1
RSA798328,2013-03-26,2013,3,26,85,33.0633,-117.1004,130,NA,integrifolia,San Diego,Lake Hodges: south of Escondido; southeast of the intersection of Lake Drive and Beech Lane; along the north side of Lake southeast of the boat ramp.,NA,cch1
SBBG114359,2001-05-18,2001,5,18,138,34.694,-118.857,1021,1000,integrifolia,Ventura,"""Piru flood plain, 1 mi N of Hardluck Cmpgrd at first major bend in crk""",NA,cch1
SBBG117353,1941-04-11,1941,4,11,101,37.482,-120.021,609,1000,integrifolia,Mariposa,"""near Agua Fria Crk along St Hwy 140, ca. 6 mi W of Mariposa""",NA,cch1
SBBG121241,2001-05-16,2001,5,16,136,34.193889,-118.205833,457,1000,integrifolia,Los Angeles,Liz's Loop (Edison Rd) to Cherry Cyn Fire Rd; northern San Rafael Hills,WGS84,cch1
SBBG122441,2000-04-01,2000,4,1,92,34.4106,-119.2432,304,1000,integrifolia,Ventura,"""Rancho de Cielo, NW side of Sulphur Mtn, between Clark Ranch Rd and Sulphur Mtn Rd""",NA,cch1
SBBG122442,2000-05-13,2000,5,13,134,34.5192,-118.7639,502,1000,integrifolia,Ventura,trail from Pothole Spring to Log Cabin Cmpgrd (USFS 18W04),NA,cch1
SBBG122480,1995-05-19,1995,5,19,139,34.4535,-118.849,670,1000,integrifolia,Ventura,"""trail to Tom's Cabin; Hopper Mtn Nat Wildlife Refuge, Sespe Condor Sanctuary""",NA,cch1
SBBG125441,2010-06-16,2010,6,16,167,34.2795,-118.027,1295,200,integrifolia,Los Angeles,"""upper Big Tujunga Cyn, 0.3 km ENE of Shortcut Station, 0.7 km N of St Hwy 2, San Gabriel Mtns""",NA,cch1
SBBG127047,2011-07-05,2011,7,5,186,34.2785,-118.072,1665,200,integrifolia,Los Angeles,"""rd to Barley Flats, 3.9 km W of Shortcut Station, 1.1 km N of St Hwy 2; San Gabriel Mtns""",NA,cch1
SBBG17321,1963-05-31,1963,5,31,151,34.486,-119.5638,609,750,integrifolia,Santa Barbara,Escondido Cyn Camp on Pendola Flat Rd ca. 3.3 mi N from Romero Cyn saddle,NA,cch1
SBBG23031,1965-05-08,1965,5,8,128,34.7558,-119.9827,1127,1000,integrifolia,Santa Barbara,N side of Figueroa Mtn near Zaca Ridge rd to Catway,NA,cch1
SBBG24491,1966-05-24,1966,5,24,144,34.942,-120.1995,457,5400,integrifolia,Santa Barbara,Colson Cyn,NA,cch1
SBBG27701,1967-06-10,1967,6,10,161,34.251,-117.183,1615,1000,integrifolia,San Bernardino,above S end of Lake Arrowhead,NA,cch1
SBBG39007,1966-04-07,1966,4,7,97,34.48,-119.564,NA,2300,integrifolia,Santa Barbara,"""Escondido Crk and spring, off Juncal Rd""",NA,cch1
SBBG6133,1945-04-07,1945,4,7,97,34.4575,-119.6915,304,1500,integrifolia,Santa Barbara,Rattlesnake Cyn,NA,cch1
SBBG6143,1934-04-04,1934,4,4,94,34.426,-117.3,NA,5000,integrifolia,San Bernardino,near Hesperia,NA,cch1
SBBG6144,1939-04-04,1939,4,4,94,34.426,-117.3,NA,NA,integrifolia,San Bernardino,Hesperia,NA,cch1
SBBG6145,1937-03-11,1937,3,11,70,33.0124,-116.5613,NA,6435,integrifolia,San Diego,Cuyamaca Rd above Julian,WGS84,cch1
SBBG64772,1929-04-26,1929,4,26,116,34.4227,-118.5409,NA,4000,integrifolia,Los Angeles,Soledad Cyn,NA,cch1
SBBG64777,1945-03-25,1945,3,25,84,34.469,-119.231,NA,2000,integrifolia,Ventura,Foothill Trail,NA,cch1
SBBG64792,1929-05-31,1929,5,31,151,34.7438,-119.985,NA,1900,integrifolia,Santa Barbara,Figueroa Mtn,NA,cch1
SBBG64803,1928-03-02,1928,3,2,62,34.442,-119.701,NA,2300,integrifolia,Santa Barbara,Mission Ridge; Santa Barbara,NA,cch1
SBBG64807,1925-05-02,1925,5,2,122,34.5235,-119.7933,NA,1000,integrifolia,Santa Barbara,Knapp's Lodge,NA,cch1
SBBG82149,1967-05-24,1967,5,24,144,35.0026,-120.2041,NA,3600,integrifolia,Santa Barbara,Buckhorn Cyn off Hwy 166,NA,cch1
SD176710,2006-05-10,2006,5,10,130,33.2395,-116.6631,900,NA,integrifolia,San Diego,"""Warner Springs area, Vista Irrigation District land, in wash south of S-2 (San Felipe Rd) ca. 1 mile SE of S-2's intersection with SR-79.""",NA,cch1
SD215562,1967-05-15,1967,5,15,135,34.3631,-118.5054,456,500,integrifolia,Los Angeles,"""San Gabriel Mountains, east side Elsmere Canyon near mouth.""",WGS84,cch1
SD244363,2015-02-24,2015,2,24,55,33.3572,-117.3504,139,NA,integrifolia,San Diego,Camp Pendleton: central portion of Base; India Training Area; north of Basilone Rd. & east of Roblar Rd.; along a trail in a canyon bottom,NA,cch1
SD261570,1917-05-12,1917,5,12,132,32.68267,-116.69306,700,NA,integrifolia,San Diego,Cleveland National Forest: Barber Mountain area: west of Barrett Lake and southeast of the junction of Honey Springs Road and Lyons Valley Road; along Forest Rte. 17S10/Barber Mountain Road; along stream in rocky canyon,NA,cch1
SD262013,1917-03-14,1917,3,14,73,33.38229,-117.28723,245,NA,integrifolia,San Diego,"""Fallbrook Naval Weapons Station: west of Fallbrook; North Magazine, north of Ammunition Road; northwestern part of station; on the northwestern slope of the highest peak on the station""",NA,cch1
SDSU6124,1941-05-16,1941,5,16,136,32.6513,-116.383,NA,NA,integrifolia,San Diego,Campo to Boulevvard Highway.,NA,cch1
SEINET3156484,1950-03-28,1950,3,28,87,34.3442,-118.5313,335,800,integrifolia,Los Angeles,"""12 miles S of Castaic, Hwy. 99""",WGS84,cch1
UC1871057,1991-04-29,1991,4,29,119,34.45639,-118.219444,1119,NA,integrifolia,Los Angeles,"""Transverse Ranges; Liebre Mountains region; Parker mountain and ridge to SW: SW of Acton and NNE of Ravenna. T4N R13W; W edge section 2, E and SE edge section 3, NNE edge section 10. Collected between 3670-4131 (summit) feet elevation.""",NA,cch1
UC1871236,1991-04-30,1991,4,30,120,34.46889,-118.18833,829,NA,integrifolia,Los Angeles,"""Transverse Ranges; Liebre Mountains region; Soledad Canyon Wash: about half mile E of Acton; T5N R13W, W1/2 SE1/4 SE1/4 section 36; elevation 2720 feet.""",NA,cch1
UC1922890,2001-05-16,2001,5,16,136,34.19528,-118.206665,457,NA,integrifolia,Los Angeles,Transverse Ranges; Verdugo Mountains region; Northern San Rafael Hills: Liz's Loop (Edison Road) to Cherry Canyon Fire Road.,NA,cch1
UCD120245,1962-06-03,1962,6,3,154,34.27027,-117.18365,1584,NA,integrifolia,San Bernardino,"""Near Lake Arrowhead Hospital, N shore.""",WGS84,cch1
UCD120246,1978-04-01,1978,4,1,91,34.512875,-118.236764,987,NA,integrifolia,Los Angeles,West side of Sierra Hwy. and 1 mile north of State Hwy. 14.,WGS84,cch1
UCD120247,1993-03-28,1993,3,28,87,34.188765,-117.273261,600,NA,integrifolia,San Bernardino,"""San Bernardino Mtns.: Waterman Canyon, 1 km W of Arrowhead Hot Spr. Hotel, at and below the 1st stream Xing of Old Waterman C. Rd. Along E cyn wall.""",WGS84,cch1
UCD120248,1974-04-27,1974,4,27,117,34.167795,-117.68615,731,NA,integrifolia,Los Angeles,"""Evey Canyon, a side canyon of San Antonio Canyon. San Gabriel Mts. Mt. Range.""",WGS84,cch1
UCR16823,1974-05-02,1974,5,2,122,34.025,-116.86667,1524,NA,integrifolia,Riverside,"""San Bernardino Mtns., Banning Canyon""",NA,cch1
UCR97948,1997-03-08,1997,3,8,67,35.405,-120.26,564,NA,integrifolia,San Luis Obispo,"""South Coast Range, along CA Hwy 58 west of Navajo Creek, west of Carrizo Plain""",NA,cch1
HSC79847,1971-05-09,1971,5,9,129,NA,NA,610,NA,integrifolia,Los Angeles,"""10 mi. NE of Azusa, 3 mi. N of Rincon fire station on Hwy. 39 in Angeles National Forest in San Gabriel Mtns.""",NA,cch1
POM14028,1922-03-25,1922,3,25,84,NA,NA,NA,NA,integrifolia,Ventura,[Unspecified],NA,cch1
POM184665,1932-05-29,1932,5,29,150,NA,NA,1524,NA,integrifolia,Los Angeles,Ridge east of Mount Gleason,NA,cch1
POM214383,1932-03-19,1932,3,19,79,NA,NA,457,NA,integrifolia,Los Angeles,"""Head Mandeville Canyon, Santa Monica Mts.""",NA,cch1
POM3470,1906-05-02,1906,5,2,122,NA,NA,366,NA,integrifolia,Los Angeles,Claremont.,NA,cch1
POM3509,1918-04-18,1918,4,18,108,NA,NA,NA,NA,integrifolia,Los Angeles,Carbon Cannyon- Chino,NA,cch1
POM3611,1916-03-10,1916,3,10,70,NA,NA,NA,NA,integrifolia,Los Angeles,East of Greek Theater. Claremont.,NA,cch1
POM3619,1909-05-15,1909,5,15,135,NA,NA,NA,NA,integrifolia,Los Angeles,Mountains near Claremont.,NA,cch1
POM49021,1924-05-31,1924,5,31,152,NA,NA,1524,NA,integrifolia,San Bernardino,Burnt Mill Ranger Station,NA,cch1
POM50196,1901-04-03,1901,4,3,93,NA,NA,NA,NA,integrifolia,Los Angeles,Santa Monica Mountains.,NA,cch1
POM8272,1920-05-17,1920,5,17,138,NA,NA,152,NA,integrifolia,Los Angeles,"""Topango [Topanga] Canon, Santa Monica Mtns""",NA,cch1
POM97043,1925-05-15,1925,5,15,135,NA,NA,915,NA,integrifolia,San Diego,4 miles SE of BuckmanAs Springs.,NA,cch1
POM97180,1925-05-16,1925,5,16,136,NA,NA,1524,NA,integrifolia,San Diego,"""Laguna Mountains, Laguna Camp""",NA,cch1
POM97301,1925-03-18,1925,3,18,77,NA,NA,NA,NA,integrifolia,Los Angeles,Newhall Grade.,NA,cch1
RSA0043192,1931-03-01,1931,3,1,60,NA,NA,NA,NA,integrifolia,Los Angeles,Oak Wilde.,NA,cch1
RSA0046820,1994-05-22,1994,5,22,142,NA,NA,1500,NA,integrifolia,Los Angeles,USFS trail 7W12 Baldy Tr.,NA,cch1
RSA156323,1902-07-01,1902,7,1,182,NA,NA,914,NA,integrifolia,Los Angeles,Little Santa Anita Canyon,NA,cch1
RSA191096,1967-06-25,1967,6,25,176,NA,NA,762,NA,integrifolia,Los Angeles,"""Chantry Flats, N of Sierra Madre, Arroyo Seco Section, Angeles National Forest.""",NA,cch1
RSA225716,1971-05-22,1971,5,22,142,NA,NA,274,NA,integrifolia,Los Angeles,"""San Gabriel Mountains, Angeles National Forest: Fish Canyon""",NA,cch1
RSA274234,1978-04-23,1978,4,23,113,NA,NA,1488,NA,integrifolia,Inyo,Coso Hot Springs Area; 0.25 miles north Haiwee Spring.,NA,cch1
RSA307343,1979-05-10,1979,5,10,130,NA,NA,976,1600,integrifolia,San Bernardino,Near junction of Grass Valley Creek and Mojave River.,NA,cch1
RSA33902,1945-05-24,1945,5,24,144,NA,NA,1220,NA,integrifolia,Riverside,"""Big Oaks Canyon, San Gorgonio Mountains, Banning.""",NA,cch1
RSA421304,1973-04-07,1973,4,7,97,NA,NA,610,NA,integrifolia,Los Angeles,"""Agua Dulce, north of freeway""",NA,cch1
RSA421375,1932-04-16,1932,4,16,107,NA,NA,762,NA,integrifolia,Los Angeles,W fork Santa Anita Canyon.,NA,cch1
RSA421484,1932-03-12,1932,3,12,72,NA,NA,NA,NA,integrifolia,Los Angeles,Arrastre Canyon,NA,cch1
RSA421496,1931-05-10,1931,5,10,130,NA,NA,NA,NA,integrifolia,San Bernardino,San Gabriel Mountains: Sheep Canyon.,NA,cch1
RSA421499,1944-07-02,1944,7,2,184,NA,NA,1555,NA,integrifolia,San Diego,Palomar Mountain. Upper Campground.,NA,cch1
RSA588711,1990-05-22,1990,5,22,142,NA,NA,994,NA,integrifolia,Orange,"""Santa Ana Mountains; Upper Hot Springs canyon, just west of Falcon Group Camp, 1.9km ESE Los Pinos Peak.""",NA,cch1
RSA588783,1990-04-11,1990,4,11,101,NA,NA,750,NA,integrifolia,Orange,"""Santa Ana Mountains: East Fork Upper Long Canyon, along Main Divide Truck Trail, 4.4 kilometers SE Los Pinos Peak.""",NA,cch1
RSA60205,1950-03-28,1950,3,28,87,NA,NA,335,NA,integrifolia,Los Angeles,"""12 miles south of Castaic, hwy 99.""",NA,cch1
RSA646981,2000-04-22,2000,4,22,113,NA,NA,518,NA,integrifolia,Los Angeles,Verdugo Mountains: South on La Crescenta to Shirleyjean turn right to Camp Max Straus. City of Verdugo City.,NA,cch1
RSA75867,1920-05-01,1920,5,1,122,NA,NA,732,NA,integrifolia,Los Angeles,"""Idle Hour Camp, Eaton Canyon.""",NA,cch1
RSA75883,1921-06-13,1921,6,13,164,NA,NA,960,NA,integrifolia,Los Angeles,"""RangerAs cabin, west fork of San Gabriel River.""",NA,cch1
SBBG15862,1935-02-02,1935,2,2,33,NA,NA,NA,NA,integrifolia,Los Angeles,"""Acacia Hills, near Glendale""",NA,cch1
SBBG15951,1935-03-24,1935,3,24,83,NA,NA,NA,NA,integrifolia,Los Angeles,Glendale,NA,cch1
SBBG46905,1942-03-18,1942,3,18,77,NA,NA,NA,NA,integrifolia,Santa Barbara,Foothill Rd,NA,cch1
SBBG64800,1927-06-14,1927,6,14,165,NA,NA,NA,NA,integrifolia,Los Angeles,"""Pine Cyn, Cottonwood Springs""",NA,cch1
SDSU6131,1927-05-08,1927,5,8,128,NA,NA,1219,NA,integrifolia,Unknown,NA,NA,cch1
SEINET5521028,1907-05-25,1907,5,25,145,NA,NA,792,NA,integrifolia,San Bernardino,Southern slope of the San Bernardino mountains,NA,cch1
SEINET5521029,1906-04-10,1906,4,10,100,NA,NA,NA,NA,integrifolia,San Diego,"""Near San Diego, Point Loma""",NA,cch1
SEINET5521031,1906-04-20,1906,4,20,110,NA,NA,300,NA,integrifolia,San Bernardino,San Bernardino valley,NA,cch1
UCSC000895,1968-03-24,1968,3,24,84,NA,NA,NA,NA,integrifolia,Orange,"""damp rocky base of slide in canyon bottom Santa Ana Mts., Holy Jim Canyon""",NA,cch1
