specimen_number,id,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,repro,county,locality,habitat,source
UC1237966,3153445,1961-02-17,1961,2,17,48,NA,NA,NA,NA,atomaria,Flowering/Fruiting,Napa,2.6 mi s Napa State Hospital (in a pasture beside State Highway 12); s of Napa State Hospital,in wet soil around a vernal pool supplied by sm stream at this time of yr but dry later; in pasture,cch2
UC1787811,3153495,2002-04-19,2002,4,19,109,32.87278,-116.7475,818,NA,integrifolia,NA,San Diego,Kelley/Rebman Ranch at 565 Anderson Truck Trail on northwest side of Viejas Mountain: approx. 2 miles north of Victoria Road in Alpine,"granitic substrates; Live Oak woodland, chaparral, and disturbed pasture areas with Quercus agrifolia, Adenostoma fasciculatum, Hesperoyucca whipplei, Arctostaphylos glauca, and Ceanothus leucodermis",cch2
UC24256,3153511,1898-03-01,1898,3,1,60,NA,NA,NA,NA,atomaria,Flowering/Fruiting,Sonoma,Cloverdale,NA,cch2
UC562582,3153547,1923-04-15,1923,4,15,105,NA,NA,274,NA,atomaria,Flowering/Fruiting,Humboldt,"at Berry's North Coast Ranges, , Berry's (Redwood Creek)",NA,cch2
UC63800,3153568,1901-06-01,1901,6,1,152,33.6784,-116.648,1371,7250,integrifolia,Flowering/Fruiting,Riverside,"wooded slopes and benches of the s side San Jacinto Mts. San Jacinto Mountains, Shingle Val. (Shingle Val.)",wooded slopes and benches of the s side mountains,cch2
UC63799,3153849,1901-05-17,1901,5,17,137,33.74553,-116.71441,NA,8047,integrifolia,Flowering/Fruiting,Riverside,Strawberry Valley fide Herb. Jepson! according to L. Constance 1938 Strawberry Valley fide Herb. Jepson! according to L. Constan,NA,cch2
UC1190350,3154000,1958-04-12,1958,4,12,102,37.912895,-120.28319,NA,325,NA,Flowering/Fruiting,Tuolumne,4.9 mi sw Tuolumne (along road to Groveland); sw of Tuolumne along road to Groveland,grassy slopes and roadside,cch2
UC177171,3154047,1913-05-04,1913,5,4,124,40.76145935,-123.9930191,762,1622,atomaria,Flowering/Fruiting,Humboldt,"Kneeland Prairie Northern Coast Ranges, Kneeland Prairie",NA,cch2
UC203959,3154060,1918-04-07,1918,4,7,97,NA,NA,15,NA,atomaria,Flowering/Fruiting,Humboldt,"Moonstone Beach Northern Coast Ranges, Little River, Moonstone Beach (mouth of Little River, grassy slopes facing ocean)","on grassy slopes facing ocean, mouth of river",cch2
UC24253,3154072,1891-03-01,1891,3,1,60,38.29194,-122.45694,NA,NA,atomaria,Flowering/Fruiting,Sonoma,Sonoma,NA,cch2
UC449913,3154085,1891-04-01,1891,4,1,91,NA,NA,NA,NA,NA,Flowering/Fruiting,Fresno,Alcalde,NA,cch2
UC66829,3154118,1904-01-04,1904,1,4,4,NA,NA,NA,NA,integrifolia,Flowering/Fruiting,Monterey,Highland Sand Canyon,NA,cch2
UC880904,3154158,1938-05-07,1938,5,7,127,37.99583,-123.02222,121,2427,atomaria,Flowering/Fruiting,Marin,"Point Reyes near the lighthouse grounds (on western slope of coastal bluff); Point Reyes, nar the lighthouse grounds","near the lighthouse grounds, plants in dense mat of vegetation on western slope of coastal bluff",cch2
UC880895,3154161,1941-05-13,1941,5,13,133,38.119377,-122.66563,60,7041,atomaria,Flowering/Fruiting,Marin,"6 mi w Novato (Hicks Valley); , w of Novato",open fields,cch2
UC1979852,3154326,2008-05-21,2008,5,21,142,34.28903,-117.20592,1469,NA,integrifolia,Flowering/Fruiting,San Bernardino,Transverse Ranges; San Bernadino Mountains region: East of Rock Camp Station. North of Lake Arrowhead.,Northwest raining dry draw (dry at this point) that drains into the stream east of Rock Camp Station. This stream empties into Willow Creek. This draw is east of the stream. Grassy and sandy soil in draw.,cch2
UC58514,3154339,1903-04-23,1903,4,23,113,38.51417,-123.2425,NA,NA,atomaria,Flowering/Fruiting,Sonoma,Fort Ross,NA,cch2
UC24213,3154366,1901-04-10,1901,4,10,100,36.469776,-118.91665,NA,3634,NA,Flowering/Fruiting,Tulare,Kaweah,NA,cch2
UC126906,3154525,1906-04-10,1906,4,10,100,32.6948,-117.245,NA,3219,integrifolia,Flowering/Fruiting,San Diego,Point Loma,growing under and near a shrub,cch2
UC1745872,3154564,1947-05-18,1947,5,18,138,33.31375,-116.57718,NA,403,integrifolia,Flowering/Fruiting,San Diego,Summit of Hot Springs Mtn.,NA,cch2
UC1927593,3154572,2003-02-22,2003,2,22,53,35.7156,-117.9286,1372,NA,integrifolia,NA,Kern,Sierra Nevada; Southern Sierra Nevada region; THE OWENS PEAK EASTERN WATERSHED. Upper reaches of Short Canyon. SW side of canyn.,"Associated species: Yucca brevifolia, Gutierrezia microcephala, Ericameria linearifolia, Cryptantha sp., Lotus argophyllus, Opuntia basilaris, Cheilanthes covillei, Poa secunda, Eriogonum fasciculatum var. polifolium, Phacelia fremontii.",cch2
UC501494,3154598,1932-05-29,1932,5,29,150,34.390608,-118.16492,1524,2000,integrifolia,Flowering/Fruiting,Los Angeles,"head Arrastre Canyon; San Gabriel Mts., head of Arrastre Canyon",moist snad under alnus along stream; Upper Sonoran Zone,cch2
UC64044,3154626,1895-04-20,1895,4,20,110,33.9975,-116.9604,NA,3000,integrifolia,Flowering/Fruiting,San Bernardino,Edgar Canyon San Bernardino Mts. Edgar Canyon (San Bernardino Mts.),NA,cch2
UC765437,3154663,1937-03-25,1937,3,25,84,37.118904,-120.409256,NA,11246,NA,Flowering/Fruiting,Madera,8 mi w Chowchilla; w of Chowchilla,NA,cch2
UC249525,3155164,1922-04-30,1922,4,30,120,NA,NA,152,NA,atomaria,Flowering/Fruiting,Humboldt,"near Willow Creek (Trinity River Valley); Northern Coast Ranges, , nr Willow Creek",NA,cch2
UC489143,3155182,1927-04-01,1927,4,1,91,33.12177,-117.06739,NA,4828,integrifolia,Flowering/Fruiting,San Diego,Escondido,NA,cch2
UC606952,3155209,1938-04-24,1938,4,24,114,38.51387,-123.23447,91,1695,atomaria,Flowering/Fruiting,Sonoma,mouth of small canyon 0.5 mi s Fort Ross; s of Fort Ross,"matted in open, diffuse among grass, open banks in Sequoia-Umbellularia-Pseudotsuga...grove",cch2
UC596364,3155210,1938-05-29,1938,5,29,149,37.26346,-119.693054,NA,818,NA,Flowering/Fruiting,Madera,Coarsegold,NA,cch2
UC67153,3155222,1894-03-28,1894,3,28,87,33.0435,-117.2639,NA,3218,integrifolia,Flowering/Fruiting,San Diego,Encinitas,NA,cch2
UC880919,3155269,1919-04-11,1919,4,11,101,37.97222,-120.47028,365,NA,NA,Flowering/Fruiting,Tuolumne,near French Flat; near French Flat,grain field,cch2
UC1541385,3155706,1934-05-01,1934,5,1,121,41.836933,-123.94048,NA,9669,atomaria,Flowering/Fruiting,Del Norte,"Darlingtonia , Darlingtonia (Smith River)",NA,cch2
UC562586,3155782,1927-04-17,1927,4,17,107,NA,NA,274,NA,atomaria,Flowering/Fruiting,Humboldt,NA,garden plants grown from seed,cch2
UC592134,3155791,1928-03-24,1928,3,24,84,38.109177,-122.84334,NA,3053,atomaria,Flowering/Fruiting,Marin,"Millerton , Millerton (Tomales Bay)",NA,cch2
UC75479,3155837,1906-04-29,1906,4,29,119,34.473101,-117.124596,925,2000,integrifolia,Flowering/Fruiting,San Bernardino,"near Victorville; Mohave Desert, Dead Man's Point; Dead Man's Point, near Victorville, San Bernardino Co., Mohave Desert",Lower Sonoran Zone,cch2
UC1239752,3156233,1923-04-01,1923,4,1,91,NA,NA,274,NA,atomaria,Flowering/Fruiting,Humboldt,"3 mi e Blue Lake (Mankin Place); e of Blue Lake, Mankin Place",grassy slope,cch2
UC126907,3156239,1906-04-10,1906,4,10,100,32.6948,-117.245,NA,3219,integrifolia,Flowering/Fruiting,San Diego,Point Loma,growing under and near a shrub,cch2
UC449915,3156313,1914-05-15,1914,5,15,135,40.73111,-122.94083,624,NA,atomaria,Flowering/Fruiting,Trinity,near Weaverville; near Weaverville,on a grassy bank,cch2
UC67150,3156362,1901-03-15,1901,3,15,74,37.673225,-122.474915,NA,2025,atomaria,Flowering/Fruiting,San Mateo,"cliffs w Colma; Region of San Francisco Bay, w of Colma",NA,cch2
UC72013,3156374,1898-03-26,1898,3,26,85,38.45667,-122.63583,NA,NA,atomaria,Flowering/Fruiting,Sonoma,near Melita; near Melita,R.R. track,cch2
UC1611538,3156648,1993-04-15,1993,4,15,105,34.3594,-118.4386,893,805,NA,Flowering/Fruiting,Los Angeles,"Los Pinetos Spring wester San Gabriel Mtns., San Fernando 7.5' USGS quad, Los P (at head of canyon)",on mesic slopes in dappled shade; area around spring dominated by a Juglans/Quercus woodland,cch2
UC1602052,3156650,1891-04-01,1891,4,1,91,37.98722,-122.58778,NA,2564,atomaria,Flowering/Fruiting,Marin,Fairfax,NA,cch2
UC1019585,3156765,1927-04-10,1927,4,10,100,32.66879,-116.82444,NA,402,integrifolia,Flowering/Fruiting,San Diego,"3 mi below Dulzura (above Dulzura Creek); , below Dulzura",in shade of chaparral on hillside above creek,cch2
UC126909,3156818,1906-04-10,1906,4,10,100,32.6948,-117.245,NA,3219,integrifolia,Flowering/Fruiting,San Diego,"near San Diego (Point Loma); , near San Diego",growing under and near a shrub,cch2
UC126908,3156819,1906-04-10,1906,4,10,100,32.6948,-117.245,NA,3219,integrifolia,Flowering/Fruiting,San Diego,"near San Diego (Point Loma); , near San Diego",growing under and near a shrub,cch2
UC131504,3156824,1903-04-04,1903,4,4,94,33.6814,-117.3608,NA,4000,integrifolia,Flowering/Fruiting,Riverside,Elsinore,NA,cch2
UC163963,3156855,1906-05-06,1906,5,6,126,40.5432,-124.1006,60,2000,atomaria,Flowering/Fruiting,Humboldt,near Hydesville; near Hydesville,NA,cch2
UC403372,3156890,1930-04-10,1930,4,10,100,37.959026,-122.569466,30,818,atomaria,Flowering/Fruiting,Marin,"Ross district , Ross district (Lake Phoenix)",NA,cch2
UC774697,3156962,1941-04-29,1941,4,29,119,34.771618,-115.70569,1371,900,integrifolia,Flowering/Fruiting,San Bernardino,"s sides Old Dad-Granite Mt. Range Mojave Desert, s sides Old Dad-Granite Mt., Willow Spring Ca (East Fork Willow Spring Canyon (Upper Portion) Willow Spring Canyon)","Lower-Upper Sonoran-Erogonum fasciculatum var.; semi-shade: humus & granite gravel, among bushes",cch2
UC107229,3157327,1889-04-22,1889,4,22,112,37.18087,-121.98446,NA,1062,atomaria,Flowering/Fruiting,Santa Clara,Alma,NA,cch2
UC131445,3157372,1903-04-25,1903,4,25,115,37.745274,-121.426834,NA,1624,NA,Flowering/Fruiting,San Joaquin,"Tracy; ; Tracy, San Joaquin Co.",in sandy fields,cch2
UC168373,3157399,1889-06-11,1889,6,11,162,34.2281,-117.301,1219,1200,integrifolia,Flowering/Fruiting,San Bernardino,near summit Waterman's Canyon; near Summit Waterman's Canyon,dry slope,cch2
UC168378,3157400,1891-05-14,1891,5,14,134,35.75524,-118.42399,NA,2910,NA,Flowering/Fruiting,Kern,Kernville,NA,cch2
UC1745798,3157404,1938-05-18,1938,5,18,138,NA,NA,NA,NA,atomaria,Flowering/Fruiting,Marin,Marsh at summit of road 2.5 mi. W of Inverness. Pt. Reyes.,NA,cch2
UC1871057,3157415,1991-04-29,1991,4,29,119,34.456389,-118.219444,1119,NA,integrifolia,NA,Los Angeles,"Transverse Ranges; Liebre Mountains region; Parker mountain and ridge to SW: SW of Acton and NNE of Ravenna. T4N R13W; W edge section 2, E and SE edge section 3, NNE edge section 10. Collected between 3670-4131 (summit) feet elevation.",Desert Transition chaparral on decomposed granite substrate; Juniperus californica common on lower slopes of mountain; area recently burned,cch2
UC494164,3157448,1930-05-25,1930,5,25,145,40.4433,-123.6821,762,744,atomaria,Flowering/Fruiting,Humboldt,Laribee Valley,growing under scattered trees,cch2
UC596369,3157468,1937-03-25,1937,3,25,84,37.118904,-120.409256,NA,11246,NA,Flowering/Fruiting,Madera,8 mi w Chowchilla; w of Chowchilla,NA,cch2
UC606902,3157473,1938-05-08,1938,5,8,128,37.009594,-119.40307,609,2025,NA,Flowering/Fruiting,Fresno,"0.6 mi sw of Tollhouse Tollhouse Creek (e bank of Tollhouse Creek, Sierra Nevada foothills); Sierra Nevada foothills, Tollhouse Creek",open granitic slope w/Cercis & rhus trilobata under Pinus Sabiniana & Quercus Wislizenii,cch2
UC1979638,3157549,1995-04-06,1995,4,6,96,33.410278,-116.958333,975,NA,integrifolia,Flowering,San Diego,"Palomar Range, Agua Tibia Wilderness Area, northeastern flank of Agua Tibia Mountain, Arroyo Seco tributary at the north base of Eagle Crag, from the Wildhorse Trail east to the main trunk of Arroyo Seco.",Chaparral on slopes. Benches and mesic slopes with dense woodland of Quercus agrifolia.,cch2
UC146182,3157891,1906-05-06,1906,5,6,126,40.5432,-124.1006,60,2000,atomaria,Flowering/Fruiting,Humboldt,"near Hydesville; Northern Coast Region, near Hydesville",NA,cch2
UC1927520,3157927,2003-03-20,2003,3,20,79,35.7133,-117.9633,1494,NA,integrifolia,NA,Kern,Sierra Nevada; Southern Sierra Nevada region; Owens Peak Eastern Watershed. Indian Wells Canyon.,"Flat area; dominated by Eriogonum fasciculatum var polifolium, E, wrightii var. subscaposum, and Lysium cooperi. Winter annuals abundant, dominated by Gilia brecciarum ssp. neglecta.",cch2
UC403299,3157950,1930-04-10,1930,4,10,100,37.925564,-122.52539,3,2237,atomaria,Flowering/Fruiting,Marin,Corte Madera,in fields near highway; abundant this year,cch2
UC63801,3157989,1901-07-01,1901,7,1,182,33.8139,-116.7394,1554,1000,integrifolia,Flowering/Fruiting,Riverside,"Fuller's Mills Mountains San Jacinto Mountains, Fuller's Mills Mountains",NA,cch2
UC668349,3158274,1941-04-19,1941,4,19,109,34.500665,-117.167628,1036,800,integrifolia,Flowering/Fruiting,San Bernardino,8 mi sw Victorville; sw of Victorville,growing mostly in bushes - scattered juniperus and Joshua trees,cch2
UC1069190,3158407,1936-04-09,1936,4,9,100,37.4107,-120.0769,381,805,NA,Flowering/Fruiting,Mariposa,"1.4 mi se Cathay School; Indian Gulch Quad., se of Cathay School",Veg. Type: Grass,cch2
UC126808,3158457,1906-05-29,1906,5,29,149,34.2092,-117.2866,1066,4000,integrifolia,Flowering/Fruiting,San Bernardino,southern slope San Bernardino Mts.,NA,cch2
UC24246,3158504,1900-02-26,1900,2,26,57,37.914948,-122.589615,NA,2910,atomaria,Flowering/Fruiting,Marin,s slope Mt. Tamalpais,NA,cch2
UC572487,3158546,1935-04-27,1935,4,27,117,34.316,-117.1982,1386,805,integrifolia,Flowering/Fruiting,San Bernardino,"3/4 mi n Lake Arrowhead (San Bernardino National Forest); Deep Creek Quad., San Bernardino National For, n Lake Arrowh",NA,cch2
UC146183,3158998,1908-06-09,1908,6,9,161,40.76145935,-123.9930191,762,1622,atomaria,Flowering/Fruiting,Humboldt,"Kneeland Prairie Northern Coast Ranges, Kneeland Prairie",NA,cch2
UC173769,3159019,1894-04-03,1894,4,3,93,33.04179,-116.86803,NA,4828,integrifolia,Flowering/Fruiting,San Diego,Ramona,NA,cch2
UC1787762,3159026,2001-03-16,2001,3,16,75,32.628334,-116.11,1046,NA,integrifolia,NA,Imperial,"Jacumba Natural Area, In-Ko-Pah Mountains, near Smuggler's Cove.","With Prunus fremontii, Agave deserti, Acacia greggii, Ephedra, Mammillaria tetrancistra, Cylindropuntia wolfii, Ziziphus parryi, Keckiella antirrhinoides.",cch2
UC310398,3159045,1925-03-23,1925,3,23,82,35.98567,-120.54853,NA,NA,NA,Flowering/Fruiting,Fresno,15 mi sw Coalinga; sw of Coalinga,"loose soil, damp slope",cch2
UC562583,3159069,1926-05-09,1926,5,9,129,NA,NA,762,NA,atomaria,Flowering/Fruiting,Humboldt,Valley of South Yager Creek,NA,cch2
UC249523,3159339,1922-05-28,1922,5,28,148,NA,NA,6,NA,atomaria,Flowering/Fruiting,Humboldt,Little River Beach Northern Coast Ranges,NA,cch2
UC24255,3159549,1892-04-01,1892,4,1,92,37.98722,-122.58778,NA,2564,atomaria,Flowering/Fruiting,Marin,Fairfax,NA,cch2
UC310898,3159558,1925-05-15,1925,5,15,135,32.71833,-116.46917,914,805,integrifolia,Flowering/Fruiting,San Diego,4 mi se Buckman's Springs; se of Buckman's Springs,dry gravelly burn,cch2
UC1103815,3160010,1926-05-15,1926,5,15,135,40.76145935,-123.9930191,762,1622,atomaria,Flowering/Fruiting,Humboldt,Kneeland Prairie,NA,cch2
UC1278733,3160039,1947-04-13,1947,4,13,103,37.88392,-120.25508,NA,6153,NA,Flowering/Fruiting,Tuolumne,"4 mi n Big Oak Flat (Deer Flat); , n of Big Oak Flat","grassy roadside, near No. 3727, but no intergrades",cch2
UC131450,3160046,1906-04-10,1906,4,10,100,32.6948,-117.245,NA,3219,integrifolia,Flowering/Fruiting,San Diego,Point Loma,NA,cch2
UC407074,3160117,1923-04-01,1923,4,1,91,37.83528,-120.52496,NA,NA,NA,Flowering/Fruiting,Tuolumne,1 mi w Keystone; w of Keystone,NA,cch2
UC579895,3160145,1934-04-29,1934,4,29,119,38.291855,-122.96805,NA,254,atomaria,Flowering/Fruiting,Marin,1.6 mi w Estero District School (roadside swale 10 mi nw of Tomales); nw of Tomales,roadside swale,cch2
UC643396,3160156,1929-04-01,1929,4,1,91,34.09394,-118.50264,350,4265,integrifolia,Flowering/Fruiting,Los Angeles,"Mandeville Canyon Santa Monica Mountains, Mandeville Canyon",grassy bottom,cch2
UC880923,3160213,1913-04-06,1913,4,6,96,32.69483,-117.24517,NA,3219,integrifolia,Flowering/Fruiting,San Diego,Point Loma,NA,cch2
UC1562873,3160619,1987-05-24,1987,5,24,144,34.2291,-117.2331,1676,805,integrifolia,Flowering/Fruiting,San Bernardino,"on Hwy 18 ca 1 mi w Rim Forest ((Rim of the World Dr), head of Strawberry Creek in San Bernardino Mts.); San Bernardino Mts., w of Rim Forest, Strawberry Creek","in shade oftrees; hd creek; grassy e-fcg slopes mixed forest of Calocedrus, sugar pine & Q. kelloggi",cch2
UC168376,3160627,1891-04-01,1891,4,1,91,NA,NA,NA,NA,NA,Flowering/Fruiting,Fresno,Alcalde,NA,cch2
UC24259,3160669,1902-05-06,1902,5,6,126,NA,NA,182,NA,integrifolia,Flowering/Fruiting,Ventura,Casitas Pass,on shaded banks,cch2
UC880912,3160768,1923-04-01,1923,4,1,91,37.83528,-120.52496,NA,NA,NA,Flowering/Fruiting,Tuolumne,1 mi w Keystone; w of Keystone,NA,cch2
UC1057251,3161125,1957-04-03,1957,4,3,93,32.86361,-117.22359,124,1610,integrifolia,Flowering/Fruiting,San Diego,"ne La Jolla (flat summit of first low hill across canyon ne of Soledad Mountain); ne of Soledad Mountain, ne of La Jolla","sandy soil, flat summit of first low hill across canyon",cch2
UC1239754,3161177,1927-04-23,1927,4,23,113,NA,NA,3,NA,atomaria,Flowering/Fruiting,Humboldt,Trinidad Trinidad (on coast bluffs),grassy places on coast bluffs,cch2
UC284102,3161250,1918-05-30,1918,5,30,150,34.325158,-117.428354,NA,2000,integrifolia,Flowering/Fruiting,San Bernardino,Cajon Pass,sand wash on desert slope,cch2
UC592188,3161283,1929-03-24,1929,3,24,83,36.986427,-119.7463,NA,25350,NA,Flowering/Fruiting,Madera,at junction of Yosemite Road eighteen mi e Madera; e of Madera at junction of Yosemite Road,common in fields,cch2
UC767672,3161331,1938-02-15,1938,2,15,46,37.87361,-122.45556,NA,1559,atomaria,Flowering/Fruiting,Marin,Tiburon,NA,cch2
UC767673,3161332,1938-05-29,1938,5,29,149,37.26346,-119.693054,NA,818,NA,Flowering/Fruiting,Madera,Coarsegold,NA,cch2
UC880911,3161354,1920-07-08,1920,7,8,190,34.22639,-118.06528,609,NA,integrifolia,Flowering/Fruiting,Los Angeles,Mt. Wilson,NA,cch2
UC1019607,3161680,1927-04-14,1927,4,14,104,32.6851,-116.546,NA,402,integrifolia,Flowering/Fruiting,San Diego,Moreno Dam,NA,cch2
UC1069198,3161694,1936-04-12,1936,4,12,103,38.193435,-122.95136,76,545,atomaria,Flowering/Fruiting,Marin,".2 mi e Pierce's Ranch; Point Reyes Quad., e of Pierce's Ranch",Veg. Type: Grass,cch2
UC1069199,3161701,1935-05-08,1935,5,8,128,34.6383,-118.4896,822,805,integrifolia,Flowering/Fruiting,Los Angeles,"4 3/4 mi ene Warm Springs; Tejon Quad., ene of Warm Springs",Veg. Type: Sx F (with line over top F); n slope,cch2
UC131451,3161745,1904-04-25,1904,4,25,116,NA,NA,NA,NA,integrifolia,Flowering/Fruiting,San Diego,along Santa Margarita R.; along Santa Margarita R,canyons along river,cch2
UC24258,3161809,1894-03-22,1894,3,22,81,NA,NA,NA,NA,atomaria,Flowering/Fruiting,San Mateo,NA,NA,cch2
UC880918,3161918,1933-05-14,1933,5,14,134,NA,NA,1005,NA,NA,Flowering/Fruiting,Tulare,"1 8/10 mi above Control Station (Balch Park Road, w slope Sierra Nevada); w slope Sierra Nevada, above Control Station","Arid Transition Zone: -- Kellogg Oak Belt, sun, loam, open meadow",cch2
UC1922890,3162138,2001-05-16,2001,5,16,136,34.195278,-118.206667,457,NA,integrifolia,NA,Los Angeles,Transverse Ranges; Verdugo Mountains region; Northern San Rafael Hills: Liz's Loop (Edison Road) to Cherry Canyon Fire Road.,"Ridgetop, alongside trail, in shade.; Acourtia microcephala, Adenostoma fasciculatum, Anthriscus caucalis, Brassica, Bromus diandrus, Bromus sterilis, Eucrypta chrysanthemifolia, Hesperocnide tenella, Paeonia californica, Quercus engelmannii x Q. durata, Rhus trilobata, Salvia mellifera, Sola",cch2
UC1019606,3162223,1927-04-15,1927,4,15,105,32.86952,-116.84145,NA,1609,integrifolia,Flowering/Fruiting,San Diego,"near Carab Acres (between Alpine and San Diego); , near Carab Acres",hillside,cch2
UC107227,3162231,1897-03-03,1897,3,3,62,39.605797,-121.68332,53,415,NA,Flowering/Fruiting,Butte,"near Clear Creek; ; near Clear Creek, Butte Co.",NA,cch2
UC168379,3162309,1891-04-03,1891,4,3,93,35.490215,-119.15081,NA,1622,NA,Flowering/Fruiting,Kern,Lerdo,NA,cch2
UC1789991,3162318,2004-05-22,2004,5,22,143,32.8447,-116.449,1562,NA,integrifolia,NA,San Diego,"Laguna Mountains, Sunrise Highway, Kitchen Creek Truck Trail.","Granitic with black topsoil.; Woodland; Quercus kelloggii, Quercus chrysolepis, Pinus, Ceanothus, Penstemon.",cch2
UC24264,3162326,1882-04-01,1882,4,1,91,34.14778,-118.14361,NA,NA,integrifolia,Flowering/Fruiting,Los Angeles,Pasadena,NA,cch2
UC618586,3162365,1938-05-03,1938,5,3,123,37.700974,-120.29435,NA,1622,NA,Flowering/Fruiting,Mariposa,near Granite Springs; near Granite Springs,NA,cch2
UC562585,3162629,1932-05-10,1932,5,10,131,40.4599,-124.2052,609,1468,atomaria,Flowering/Fruiting,Humboldt,"Bear River Ridge , Bear River Ridge (Northern Coast Ranges)",on open grassy hills,cch2
UC1073323,3162757,1955-03-05,1955,3,5,64,NA,NA,167,NA,atomaria,Flowering/Fruiting,Marin,open pinnacles just e lighthouse (seaward end Pt. Reyes); seasward end Pt. Reyes,open pinnacles just e of lighthouse,cch2
UC126922,3162800,1906-04-20,1906,4,20,110,34.113067,-117.291902,300,10000,integrifolia,Flowering/Fruiting,San Bernardino,San Bernardino Valley,NA,cch2
UC131454,3162813,1894-03-28,1894,3,28,87,33.0435,-117.2639,NA,3218,integrifolia,Flowering/Fruiting,San Diego,Encinitas,NA,cch2
UC177199,3162844,1913-06-13,1913,6,13,164,NA,NA,762,NA,atomaria,Flowering/Fruiting,Humboldt,"opposite Buck Mountain (in valley of Van Duzen River); Northern Coast Ranges, in valley Van Duzen River, Buck Mt",NA,cch2
UC1608275,3163179,1992-05-06,1992,5,6,127,33.4811,-117.3898,640,805,integrifolia,Flowering/Fruiting,San Diego,"s side Miller Mountain along Miller Canyon maj drainage on s flank mt fr Rd 8S02 upstream, Southern Santa Ana Mountains, San Mateo Canyon Wilderness Area, Southern Santa Ana Mountains, San Mateo Canyon Wilderness",upstream to contact area btw lower granitic & higher basaltic rocks; mesic openings chap; riparian,cch2
UC1021927,3163285,1955-04-05,1955,4,5,95,37.959053,-122.628586,NA,2115,atomaria,Flowering/Fruiting,Marin,Bolinas-Fairfax road between Golf Course and Alpine Lake Dam; between Golf Course and Alpine Lake Dam,between Golf Course and dam,cch2
UC1069176,3163294,1932-03-03,1932,3,3,63,35.9856,-120.2298,335,805,NA,Flowering/Fruiting,Fresno,"Canoas Creek Cholame Quad., Canoas Creek",Veg. Type: Grassland,cch2
UC1069178,3163295,1936-04-07,1936,4,7,98,37.8076,-120.5144,384,805,NA,Flowering/Fruiting,Tuolumne,"2.5 mi ene Greene Springs Mine; Copperopolis Quad., ene of Greene Springs Mine",Veg. Type: Grass; slope 2,cch2
UC24262,3163397,1899-05-01,1899,5,1,121,NA,NA,NA,NA,atomaria,Flowering/Fruiting,Humboldt,"Hoopa Valley North-Western California, Hoopa Valley",NA,cch2
UC449910,3163416,1903-03-01,1903,3,1,60,34.14778,-118.14361,NA,NA,integrifolia,Flowering/Fruiting,Los Angeles,Pasadena,not poisoned,cch2
UC1562706,3163729,1987-05-24,1987,5,24,144,34.2291,-117.2331,1676,805,integrifolia,Flowering/Fruiting,San Bernardino,"on Hwy 18 ca 1 mi w Rim Forest ((Rim of the World Dr), head of Strawberry Creek in San Bernardino Mts.); San Bernardino Mts., w of Rim Forest, Strawberry Creek","in shade oftrees; hd creek; grassy e-fcg slopes mixed forest of Calocedrus, sugar pine & Q. kelloggi",cch2
UC1237990,3163730,1961-05-12,1961,5,12,132,33.84547,-116.81934,NA,420,integrifolia,Flowering/Fruiting,Riverside,"1.6 mi se Poppet Flat Road (along road from Banning to Idylwild, San Jacinto Mountains); San Jacinto Mountains, rd fr Banning to Idylvild",in Quercus douglassii woodland,cch2
UC1021935,3163847,1955-04-24,1955,4,24,114,36.75444,-119.16944,914,NA,NA,Flowering/Fruiting,Fresno,Highway 180 above Clingan's junction; above Clingan's junction,NA,cch2
UC1871236,3163942,1991-04-30,1991,4,30,120,34.468889,-118.188333,829,NA,integrifolia,NA,Los Angeles,"Transverse Ranges; Liebre Mountains region; Soledad Canyon Wash: about half mile E of Acton; T5N R13W, W1/2 SE1/4 SE1/4 section 36; elevation 2720 feet.","Broad, open, sandy wash dominated by Ephedra nevadensis and Artemisia tridentata parishii, with numerous perennial and annual herbs.",cch2
UC284099,3163959,1903-04-01,1903,4,1,91,34.14778,-118.14361,NA,NA,integrifolia,Flowering/Fruiting,Los Angeles,near Pasadena; near Pasadena,NA,cch2
UC659438,3164002,1940-03-24,1940,3,24,84,36.08272,-120.457664,487,1622,NA,Flowering/Fruiting,Fresno,"9 mi sw Coalinga (Curry Mountain, Waltham Canyon, western Fresno County); Inner Coast Ranges, Curry Mountain, Waltham Canyon","n slope, Juniperus-Aplopappus-Artemisia-Lupinus-Eriogonum Association",cch2
UC64755,3164004,1902-06-01,1902,6,1,152,39.04306,-122.91472,NA,NA,atomaria,Flowering/Fruiting,Lake,Lakeport,NA,cch2
UC735053,3164021,1946-03-22,1946,3,22,81,37.962894,-122.60368,167,2739,atomaria,Flowering/Fruiting,Marin,"2 mi sw Fairfax (junction of Alpine Lake Road with Pine Mountain fire trail); sw of Fairfax, jct Alpine Lake rd w Pine Mountain fire trail",damp loam of open grassy spot on serpentine ridge; road with fire trail,cch2
UC126807,3164064,1906-05-19,1906,5,19,139,34.03652,-117.12173,NA,1876,integrifolia,Flowering/Fruiting,San Bernardino,"Crow Canyon, hills between Redlands and Yucaipa",hills,cch2
JEPS3129,3180184,1917-03-31,1917,3,31,90,37.90611,-122.54389,NA,2171,NA,Flowering/Fruiting,Marin,Mill Valley,NA,cch2
