id,institutionCode,specimen_number,coll_number,scientificName,taxonID,eventDate,year,month,day,startDayOfYear,verbatimEventDate,reproductiveCondition,county,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,verbatimElevation,source,recordId,references
3230205,UCJEPS,JEPS110847,,Nemophila menziesii var. menziesii,205103,2/16/1982,1982,2,16,47,16-Feb-82,,Napa,.3 mile north of Chimney Golf Course on Silverado Trail,38.3801,-122.3087,805,20,67 ft.,cch2,urn:uuid:7e3e5f8e-a685-46ed-beeb-4a1bf71707bc,http://cch2.org/portal/collections/individual/index.php?occid=3230205
3230631,UCJEPS,JEPS3134,,Nemophila menziesii,205099,3/28/1915,1915,3,28,87,Mar 28 1915,Flowering/Fruiting,Tulare,"Shepherd Cove , Shepherd Cove (Sequoia National Park)",36.47714,-118.85665,673,396,1300 ft,cch2,urn:uuid:be2b7da9-093b-4388-8d51-5d71d5e8d2db,http://cch2.org/portal/collections/individual/index.php?occid=3230631
3231802,UCJEPS,JEPS30298,,Nemophila menziesii,205099,4/8/1961,1961,4,8,98,Apr 8 1961,Flowering/Fruiting,Fresno,"Kerckhoff Lake Bridge 1.5 mi s toward Auberry (and 0.6 mi e on fire road); Kerckhoff Lake Bridge, toward Auberry",37.130318,-119.49819,1783,,,cch2,urn:uuid:9cdb9106-f609-4328-86fb-00179e48b7b6,http://cch2.org/portal/collections/individual/index.php?occid=3231802
3232283,UCJEPS,UC1069183,,Nemophila menziesii,205099,4/6/1935,1935,4,6,96,Apr 6 1935,Flowering/Fruiting,Santa Barbara,"6 mi wsw Cuyama Ranch; Santa Ynez Quad., wsw of Cuyama Ranch",34.9374,-119.6822,805,746,2450 ft,cch2,urn:uuid:f055e948-b5ee-433a-a820-96c88c0a8571,http://cch2.org/portal/collections/individual/index.php?occid=3232283
3232294,UCJEPS,UC107228,,Nemophila menziesii,205099,4/1/1901,1901,4,1,91,1-Apr,Flowering/Fruiting,Sonoma,Bodega,38.345707,-122.97271,370,,,cch2,urn:uuid:ea049d68-ba31-456d-9076-5cbfa4810b69,http://cch2.org/portal/collections/individual/index.php?occid=3232294
3233426,UCJEPS,UC1239751,,Nemophila menziesii,205099,3/17/1923,1923,3,17,76,Mar 17 1923,Flowering/Fruiting,Humboldt,vicinity Garberville; vicinity of Garberville,40.0899,-123.797,150,121,400 ft,cch2,urn:uuid:4f69b853-7959-488e-ab58-7b4844689c45,http://cch2.org/portal/collections/individual/index.php?occid=3233426
3233710,UCJEPS,UC131658,,Nemophila menziesii,205099,3/25/1904,1904,3,25,85,Mar 25 1904,Flowering/Fruiting,Santa Clara,w Los Gatos; w of Los Gatos,37.209385,-122.05352,1622,,,cch2,urn:uuid:d32a4738-d28e-4635-b3ce-ea08fab1ab32,http://cch2.org/portal/collections/individual/index.php?occid=3233710
3236174,UCJEPS,UC511238,,Nemophila menziesii,205099,2/27/1932,1932,2,27,58,Feb 27 1932,Flowering/Fruiting,Kern,"Kern River Park , Kern River Park (Kern River Watershed)",35.434701,-118.883573,4000,182,600 ft,cch2,urn:uuid:8900b3d5-6a3a-40cf-bdef-ef0b3a699aa8,http://cch2.org/portal/collections/individual/index.php?occid=3236174
3236371,UCJEPS,UC545848,,Nemophila menziesii,205099,3/15/1936,1936,3,15,75,Mar 15 1936,Flowering/Fruiting,Napa,Chiles Valley Road 3.2 mi from Pope Valley Store; Chiles Valley Road <nr> Pope Valley Store,38.5885,-122.40074,750,,,cch2,urn:uuid:d94bb662-1463-437a-9266-78a2ceaea1b0,http://cch2.org/portal/collections/individual/index.php?occid=3236371
3237634,UCJEPS,UC75480,,Nemophila menziesii var. integrifolia,205102,4/29/1906,1906,4,29,119,Apr 29 1906,Flowering/Fruiting,San Bernardino,"near Victorville; Mohave Desert, Dead Man's Point; Dead Man's Point, near Victorville, San Bernardino Co., Mohave Desert",34.473101,-117.124596,2000,925,925 m,cch2,urn:uuid:6f50de5e-e7a4-4db5-a93b-473bebb05e22,http://cch2.org/portal/collections/individual/index.php?occid=3237634
3241438,UCJEPS,JEPS1916,,Nemophila menziesii,205099,1891-03-22,1891,3,22,81,Mar 22 1891,Flowering/Fruiting,San Francisco,Lake Merced,37.7198,-122.49132,2456,,,cch2,urn:uuid:d0cae6db-cf8b-4745-b8fa-c4a7976c4dc2,http://cch2.org/portal/collections/individual/index.php?occid=3241438
3242610,UCJEPS,JEPS83176,,Nemophila menziesii,205099,5/12/1982,1982,5,12,132,May 12 1982,Flowering/Fruiting,Monterey,"Poison Oak Hill Carmel Valley, Hastings Natural History Reservation (Hastings Natural History Reservation)",,,,,,cch2,urn:uuid:c1764285-cee0-424b-9911-b28f0068c85d,http://cch2.org/portal/collections/individual/index.php?occid=3242610
3243069,UCJEPS,JEPS1794,,Nemophila menziesii,205099,4/23/1920,1920,4,23,114,Apr 23 1920,Flowering/Fruiting,San Diego,head of Grapevine Canyon,,,,,,cch2,urn:uuid:617599a7-05b6-4494-82c9-b5e249bffbc6,http://cch2.org/portal/collections/individual/index.php?occid=3243069
3243110,UCJEPS,JEPS1878,,Nemophila menziesii var. atomaria,205101,1893-04-25,1893,4,25,115,Apr 25 1893,Flowering/Fruiting,Napa,"trail to Caux's Cabin Napa River Basin, = Mts. n of St. Helena (Napa River Basin, = Mts. n of St. Helena)",,,,,,cch2,urn:uuid:84411039-d883-4d15-86e0-1d70e4f94813,http://cch2.org/portal/collections/individual/index.php?occid=3243110
3243827,UCJEPS,JEPS1894,,Nemophila menziesii var. integrifolia,205102,5/17/1901,1901,5,17,137,"May 17 1901-June 1, 1901",Flowering/Fruiting,San Diego,"French Valley Palomar Mtn., French Valley (Palomar Mtn. (note in packet reads ""Smith Mts.""))",33.36033,-116.88417,2414,,,cch2,urn:uuid:f7b4bd35-7c52-4fbe-b968-6ea540396779,http://cch2.org/portal/collections/individual/index.php?occid=3243827
3244509,UCJEPS,UC1057474,,Nemophila menziesii,205099,3/21/1940,1940,3,21,81,Mar 21 1940,Flowering/Fruiting,Sonoma,2-3 mi se Windsor (Pleasant Avenue Road and Chalk Hill Road); se of Windsor,38.540382,-122.77343,341,91,300 ft,cch2,urn:uuid:846fed53-c2a1-4d75-9921-c16d98547300,http://cch2.org/portal/collections/individual/index.php?occid=3244509
3245601,UCJEPS,UC1223596,,Nemophila menziesii,205099,,,,,,,Flowering/Fruiting,,,,,,,,cch2,urn:uuid:6f413f57-7d85-4945-9342-ef37305847ff,http://cch2.org/portal/collections/individual/index.php?occid=3245601
3246164,UCJEPS,UC144182,,Nemophila menziesii,205099,4/18/1905,1905,4,18,108,Apr 18 1905,Flowering/Fruiting,Kern,Girard Station,35.190178,-118.51551,1220,,,cch2,urn:uuid:48a5dbff-5371-4fc0-a08b-39e7a299d88a,http://cch2.org/portal/collections/individual/index.php?occid=3246164
3246403,UCJEPS,UC1537401,,Nemophila menziesii,205099,2/22/1935,1935,2,22,53,Feb 22 1935,Flowering/Fruiting,Riverside,Mockingbird Canyon,33.8701,-117.3882,4300,457,1500 ft,cch2,urn:uuid:7ca93986-31d3-4e36-8e14-8063d2fc63e2,http://cch2.org/portal/collections/individual/index.php?occid=3246403
3247160,UCJEPS,UC184397,,Nemophila menziesii,205099,4/1/1902,1902,4,1,91,"April, 1902",Flowering/Fruiting,Monterey,Del Monte,,,,,,cch2,urn:uuid:e799ae35-ad06-4104-bbe3-55b4bdadf8a0,http://cch2.org/portal/collections/individual/index.php?occid=3247160
3247653,UCJEPS,UC24235,,Nemophila menziesii,205099,1896-03-15,1896,3,15,75,Mar 15 1896,Flowering/Fruiting,Sonoma,near Fort Ross; near Fort Ross,38.51417,-123.2425,,,,cch2,urn:uuid:d1843064-d44e-4246-bba9-58b2df5ec410,http://cch2.org/portal/collections/individual/index.php?occid=3247653
3247802,UCJEPS,UC306572,,Nemophila menziesii,205099,4/1/1903,1903,4,1,91,"April, 1903",Flowering/Fruiting,Monterey,Bardino,,,,,,cch2,urn:uuid:0dd6fc82-a668-4dd0-8fea-bdca717c5185,http://cch2.org/portal/collections/individual/index.php?occid=3247802
3248934,UCJEPS,UC606906,,Nemophila menziesii,205099,4/3/1938,1938,4,3,93,Apr 3 1938,Flowering/Fruiting,San Benito,"on Tres Pinos Creek 7 mi nw Llanada (San Carlos Range, Inner South Coast Ranges); Inner South Coast Ranges, San Carlos Range",36.68138,-121.00466,5057,609,2000 ft,cch2,urn:uuid:a2c9cc82-3d01-4ca5-8991-bb0ce3ead18f,http://cch2.org/portal/collections/individual/index.php?occid=3248934
3253508,UCJEPS,UC1245395,,Nemophila menziesii,205099,6/17/1932,1932,6,17,169,Jun 17 1932,Flowering/Fruiting,Trinity,Three Forks Mad River,40.1657,-123.226006,1204,,,cch2,urn:uuid:4cf0d7fa-6d99-425d-a4ce-c88f6188f21c,http://cch2.org/portal/collections/individual/index.php?occid=3253508
3253946,UCJEPS,JEPS1885,,Nemophila menziesii var. atomaria,205101,4/13/1919,1919,4,13,103,Apr 13 1919,Flowering/Fruiting,Napa,near Atlas; near Atlas,,,,,,cch2,urn:uuid:eb7ec36c-85d1-4e2f-a947-046de309659b,http://cch2.org/portal/collections/individual/index.php?occid=3253946
3257807,UCJEPS,UC1211139,,Nemophila menziesii,205099,4/30/1912,1912,4,30,121,Apr 30 1912,Flowering/Fruiting,Los Angeles,Mt. Wilson; creek,,,,1219,4000 ft,cch2,urn:uuid:ced72a65-1a9e-49b3-bfbd-b3bd16cb67ad,http://cch2.org/portal/collections/individual/index.php?occid=3257807
3257905,UCJEPS,UC1245392,,Nemophila menziesii,205099,6/13/1933,1933,6,13,164,Jun 13 1933,Flowering/Fruiting,Humboldt,summit Bear's-Hoopa Road,,,,1066,3500 ft,cch2,urn:uuid:178b02f5-b3ce-4d54-a3f2-523e34528a31,http://cch2.org/portal/collections/individual/index.php?occid=3257905
3257956,UCJEPS,UC1282735,,Nemophila menziesii,205099,5/2/1952,1952,5,2,123,May 2 1952,Flowering/Fruiting,Lake,"0.4 mi se Black Oak Villa (in Butts Canyon, 1.1 mi from Lake-Napa County Line on Pope Valley Road); se of Black Oak Villa in Butts Canyon",38.71233,-122.47852,254,243,800 ft,cch2,urn:uuid:e8c1e35a-33a0-48c2-886e-9e20bdf52c5a,http://cch2.org/portal/collections/individual/index.php?occid=3257956
3260018,UCJEPS,UC310216,,Nemophila menziesii,205099,5/1/1926,1926,5,1,121,May 1 1926,Flowering/Fruiting,San Diego,Oak Grove trail to Palomar Mt.; Oak Grove trail to Palomar Mt.,33.37773,-116.82082,3219,1524,5000 ft,cch2,urn:uuid:b45da506-92c2-4dd9-bd90-534c856beece,http://cch2.org/portal/collections/individual/index.php?occid=3260018
3260561,UCJEPS,UC489037,,Nemophila menziesii,205099,6/1/1927,1927,6,1,152,27-Jun,Flowering/Fruiting,Riverside,"Saunder's Meadow , Saunder's Meadow (San Jacinto Mts.)",33.7327,-116.7118,300,1676,5500 ft,cch2,urn:uuid:91815d1a-e5c4-4778-ac72-b131042bb293,http://cch2.org/portal/collections/individual/index.php?occid=3260561
3261145,UCJEPS,UC592189,,Nemophila menziesii,205099,3/7/1925,1925,3,7,66,Mar 7 1925,Flowering/Fruiting,Alameda,bluff above stream junction one-half mi sw Sunol; sw of Sunol,37.579037,-121.90704,2803,,,cch2,urn:uuid:793c9833-a34d-4170-bf5e-1e2c39425bd6,http://cch2.org/portal/collections/individual/index.php?occid=3261145
3261247,UCJEPS,UC606904,,Nemophila menziesii,205099,4/1/1938,1938,4,1,91,1-Apr-38,Flowering/Fruiting,Santa Clara,"near Morgan Hill (se base of El Toro, Santa Cruz Mountains); South Coast Ranges, Santa Cruz Mountains, El Toro",,,,243,800 ft,cch2,urn:uuid:4ec8eade-38f4-4bae-8957-0ef6db745bbe,http://cch2.org/portal/collections/individual/index.php?occid=3261247
3263926,UCJEPS,UC1980035,,Nemophila menziesii var. menziesii,205103,3/30/2009,2009,3,30,89,30-Mar-09,Flowering/Fruiting,Kern,"Coast Ranges; Temblor Mountains region: West end of the San Emigdio Mountains: Bitter Creek National Wildlife Refuge; Cienaga Canyon, off of Klipstein Canyon Road. Northeast of Cerro Noroeste Road.",34.94695,-119.40093,,973,973,cch2,urn:uuid:0fd63c8c-4ca3-411b-8e29-376f866af8ad,http://cch2.org/portal/collections/individual/index.php?occid=3263926
3266352,UCJEPS,JEPS1517,,Nemophila menziesii var. integrifolia,205102,4/18/1928,1928,4,18,109,Apr 18 1928,Flowering/Fruiting,Los Angeles,"Griffith Park Los Angeles, Griffith Park",34.134533,-118.30477,3384,,,cch2,urn:uuid:c17e9eaa-2d72-4020-8b00-744e4f61f730,http://cch2.org/portal/collections/individual/index.php?occid=3266352
3266831,UCJEPS,JEPS1490,,Nemophila menziesii,205099,4/16/1938,1938,4,16,106,Apr 16 1938,Flowering/Fruiting,Kern,"small hill w Isabella (Kern River Canyon); , w of Isabella",,,,762,2500 ft,cch2,urn:uuid:537451bd-517a-472a-abe4-4b18d61a5427,http://cch2.org/portal/collections/individual/index.php?occid=3266831
3268936,UCJEPS,UC1069200,,Nemophila menziesii,205099,3/11/1934,1934,3,11,70,Mar 11 1934,Flowering/Fruiting,Sutter,"1 mi sw Union School; Marysville Buttes Quad., sw of Union School",39.2011,-121.7344,805,22,75 ft,cch2,urn:uuid:251f3f3a-1797-40bd-8203-e4d5dfd02b36,http://cch2.org/portal/collections/individual/index.php?occid=3268936
3272449,UCJEPS,UC450875,,Nemophila menziesii,205099,3/7/1931,1931,3,7,66,Mar 7 1931,Flowering/Fruiting,Los Angeles,"Vineland Ave. , Vineland Ave. (Roscoe)",34.220536,-118.370733,1600,,,cch2,urn:uuid:0a0695d6-37ad-4ae6-8b08-b3e765b87526,http://cch2.org/portal/collections/individual/index.php?occid=3272449
3273089,UCJEPS,UC571709,,Nemophila menziesii,205099,3/31/1935,1935,3,31,90,Mar 31 1935,Flowering/Fruiting,Santa Clara,between Hall's Valley and Grand View (western side of Mount Hamilton); western side of Mount Hamilton,37.342384,-121.64059,520,548,1800 ft,cch2,urn:uuid:e6e8090f-6e48-4c7c-8a72-fd5f3cb60731,http://cch2.org/portal/collections/individual/index.php?occid=3273089
3273332,UCJEPS,UC606914,,Nemophila menziesii,205099,5/25/1938,1938,5,25,145,May 25 1938,Flowering/Fruiting,San Benito,"1 mi s Idria (San Carlos Range); Inner South Coast Ranges, , s of Idria",36.403248,-120.672295,2995,914,3000 ft,cch2,urn:uuid:9b21deb3-6b51-4189-b5d7-62ec350f9623,http://cch2.org/portal/collections/individual/index.php?occid=3273332
3273996,UCJEPS,UC72017,,Nemophila menziesii,205099,1891-01-01,1891,1,1,1,1891,Flowering/Fruiting,San Luis Obispo,Huasna,,,,,,cch2,urn:uuid:4920f8bd-abc3-43ac-8c8a-ab64d2e2d532,http://cch2.org/portal/collections/individual/index.php?occid=3273996
3274137,UCJEPS,UC75161,,Nemophila menziesii,205099,4/6/1903,1903,4,6,96,Apr 6 1903,Flowering/Fruiting,San Francisco,"San Bruno hills , San Bruno hills (San Francisco)",,,,,,cch2,urn:uuid:40909169-df09-4b4e-8e68-c7cc72cfe49b,http://cch2.org/portal/collections/individual/index.php?occid=3274137
3277859,UCJEPS,JEPS1889,,Nemophila menziesii var. integrifolia,205102,5/29/1917,1917,5,29,149,May 29 1917,Flowering/Fruiting,San Diego,Mesa Grande,,,,1021,3350 ft,cch2,urn:uuid:f878ce65-4e8b-439b-a95b-0b89d3d000f8,http://cch2.org/portal/collections/individual/index.php?occid=3277859
3279415,UCJEPS,JEPS25353,,Nemophila menziesii,205099,3/19/1959,1959,3,19,78,Mar 19 1959,Flowering/Fruiting,Contra Costa,"2.4 mi w Byron (s-facing low hill along Camino Diablo, 0.3 mi e of junction with Vasco Road); along Camino Diablo, w of Byron",37.86474,-121.679,851,60,200 ft,cch2,urn:uuid:e5859230-ca17-4462-ab20-21c687330bf9,http://cch2.org/portal/collections/individual/index.php?occid=3279415
3279548,UCJEPS,JEPS3067,,Nemophila menziesii,205099,3/12/1916,1916,3,12,72,Mar 12 1916,Flowering/Fruiting,Tuolumne,near Jamestown; nr Jamestown,37.95333,-120.42167,,457,1500 ft,cch2,urn:uuid:355f222f-67b7-4f72-b3db-50616fca728c,http://cch2.org/portal/collections/individual/index.php?occid=3279548
3280147,UCJEPS,JEPS1891,,Nemophila menziesii var. integrifolia,205102,5/17/1901,1901,5,17,137,"May 17 1901-June 1, 1901",Flowering/Fruiting,Riverside,Strawberry Valley,33.74553,-116.71441,8047,1828,6000 ft,cch2,urn:uuid:5ce6fc17-132d-4f29-a36d-366ec6b79534,http://cch2.org/portal/collections/individual/index.php?occid=3280147
3281079,UCJEPS,UC1069195,,Nemophila menziesii,205099,3/30/1938,1938,3,30,89,Mar 30 1938,Flowering/Fruiting,Monterey,"3 1/2 mi ese Pleyto Well; Bradley Quad., ese Pleyto Well",35.7981,-120.8033,805,289,950 ft,cch2,urn:uuid:fe08b746-57c1-41fa-a524-6b756e89b54d,http://cch2.org/portal/collections/individual/index.php?occid=3281079
3281090,UCJEPS,UC1069166,,Nemophila menziesii,205099,4/24/1935,1935,4,24,114,Apr 24 1935,Flowering/Fruiting,Calaveras,"3 1/2 mi sw Hodson; Copperopolis Quad., sw of Hodson",37.96648,-120.713326,1189,304,1000 ft,cch2,urn:uuid:0d22023f-7843-4f7c-a71a-9c566143a5b5,http://cch2.org/portal/collections/individual/index.php?occid=3281090
3282758,UCJEPS,UC1426018,,Nemophila menziesii,205099,3/29/1973,1973,3,29,88,Mar 29 1973,Flowering/Fruiting,Los Angeles,"Evey Canyon San Gabriel Mountains, Evey Canyon (0.3 mi from mouth canyon, San Gabriel Mountains)",34.166069,-117.683611,150,713,2340 ft,cch2,urn:uuid:5013d198-62de-4aa2-ade1-fab31ebc3645,http://cch2.org/portal/collections/individual/index.php?occid=3282758
3283308,UCJEPS,UC1614472,,Nemophila menziesii,205099,2/24/1935,1935,2,24,55,Feb 24 1935,Flowering/Fruiting,Alameda,"above Monument Hill Strawberry Canyon (Berkeley); , , above Monument Hill",37.873528,-122.23781,1120,,,cch2,urn:uuid:b58bf4a0-fb7d-4f8e-b488-f9cd5ccd640f,http://cch2.org/portal/collections/individual/index.php?occid=3283308
3283366,UCJEPS,UC1614293,,Nemophila menziesii,205099,3/17/1935,1935,3,17,76,Mar 17 1935,Flowering/Fruiting,Alameda,"along w fence of Botanical Gardens Strawberry Canyon (Strawberry Canyon, Berkeley); Berkeley, Strawberry Canyon",37.873528,-122.23781,1120,,,cch2,urn:uuid:5c4a6624-8907-4222-81b1-a75f31591740,http://cch2.org/portal/collections/individual/index.php?occid=3283366
3284205,UCJEPS,UC24230,,Nemophila menziesii,205099,1800-01-01,1800,1,1,1,1800s,Flowering/Fruiting,,,,,,,,cch2,urn:uuid:d9733d3d-89d7-4a71-b09b-46275ae06d04,http://cch2.org/portal/collections/individual/index.php?occid=3284205
3284882,UCJEPS,UC496087,,Nemophila menziesii,205099,7/2/1907,1907,7,2,183,Jul 2 1907,Flowering/Fruiting,Monterey,"near Carmel Highlands (San Jose Canyon); , near Carmel Highlands",36.519,-121.9178,850,,,cch2,urn:uuid:273eb2a8-7388-425f-8fd6-ba002c2cde6f,http://cch2.org/portal/collections/individual/index.php?occid=3284882
3284947,UCJEPS,UC495298,,Nemophila menziesii,205099,3/24/1932,1932,3,24,84,Mar 24 1932,Flowering/Fruiting,Riverside,n Elsinore; n of Elsinore,33.70889,-117.36083,,304,1000 ft,cch2,urn:uuid:d1a6473f-3020-4de1-af50-5574c30179ef,http://cch2.org/portal/collections/individual/index.php?occid=3284947
3285052,UCJEPS,UC501547,,Nemophila menziesii,205099,3/19/1925,1925,3,19,78,Mar 19 1925,Flowering/Fruiting,Kern,n slope Tehachapi North slope Tehachapi,,,,609,2000 ft,cch2,urn:uuid:a35d4b09-33f3-4b76-a5e1-6d66221960f8,http://cch2.org/portal/collections/individual/index.php?occid=3285052
3285356,UCJEPS,UC564183,,Nemophila menziesii,205099,3/29/1935,1935,3,29,88,Mar 29 1935,Flowering/Fruiting,San Luis Obispo,"two mi s Simmler; Carriso Plain, s of Simmler",,,,,,cch2,urn:uuid:3482ab38-409e-43d6-bd44-19b94a11ef1d,http://cch2.org/portal/collections/individual/index.php?occid=3285356
3286534,UCJEPS,UC753438,,Nemophila menziesii,205099,4/23/1946,1946,4,23,113,Apr 23 1946,Flowering/Fruiting,Santa Barbara,n side Figueroa Mountain,,,,1219,4000 ft,cch2,urn:uuid:9a312a36-5302-4a1d-aac0-69cf3f8e79a9,http://cch2.org/portal/collections/individual/index.php?occid=3286534
3291661,UCJEPS,JEPS1488,,Nemophila menziesii,205099,5/7/1938,1938,5,7,127,May 7 1938,Flowering/Fruiting,Madera,"11 mi sw Coarse Gold (3 mi sw of Kelshaw Corners, Sierra Nevada foothills); Sierra Nevada foothills, sw of Coarse Gold, sw Kelshaw Corne",37.121006,-119.77128,2836,762,2500 ft,cch2,urn:uuid:127f952f-3aed-4fcc-96e5-e66cca90f75b,http://cch2.org/portal/collections/individual/index.php?occid=3291661
3292491,UCJEPS,JEPS111846,,Nemophila menziesii var. menziesii,205103,3/25/2005,2005,3,25,84,25-Mar-05,,Contra Costa,Pinole Peak Fernandez Ranch. West of Christie Road. South of I-4 (behind golf course) and North of Pinole Peak,37.984165,-122.202774,100,250,250 m,cch2,urn:uuid:915649a0-c64d-49b0-a98c-97c104c59281,http://cch2.org/portal/collections/individual/index.php?occid=3292491
3293194,UCJEPS,UC1019605,,Nemophila menziesii,205099,3/19/1926,1926,3,19,78,Mar 19 1926,Flowering/Fruiting,San Diego,near gate to entrance San Felipe Ranch (between Julian and Colorado Desert); between Julian and Colorado Desert,33.1125,-116.523,1609,,,cch2,urn:uuid:a9635555-c5af-4c67-b90f-475b3972b983,http://cch2.org/portal/collections/individual/index.php?occid=3293194
3293464,UCJEPS,UC1069188,,Nemophila menziesii,205099,3/14/1936,1936,3,14,74,Mar 14 1936,Flowering/Fruiting,San Luis Obispo,"1 mi ese Sycamore Springs; Arroyo Grande Quad., San Luis Obispo NF, ese Sycamore Spring",35.1874,-120.691,805,76,250 ft,cch2,urn:uuid:f96acbf5-40e9-4d55-88c9-4cc1c711beb6,http://cch2.org/portal/collections/individual/index.php?occid=3293464
3296490,UCJEPS,UC24238,,Nemophila menziesii,205099,1899-02-22,1899,2,22,53,Feb 22 1899,Flowering/Fruiting,Alameda,"Baldy Peak Berkeley, Baldy Peak (Berkeley, north-western Alameda County)",,,,,,cch2,urn:uuid:3c8c8098-5f1a-405f-81a3-a690b4ef51ed,http://cch2.org/portal/collections/individual/index.php?occid=3296490
3296505,UCJEPS,UC24224,,Nemophila menziesii,205099,1896-05-20,1896,5,20,141,May 20 1896,Flowering/Fruiting,Los Angeles,Leonis Valley,34.62475,-118.30813,7000,,,cch2,urn:uuid:fd0a7bcf-2a88-4f7e-969a-8e6583d97cee,http://cch2.org/portal/collections/individual/index.php?occid=3296505
3297802,UCJEPS,UC592190,,Nemophila menziesii,205099,3/20/1932,1932,3,20,80,Mar 20 1932,Flowering/Fruiting,Contra Costa,Antioch sand hills,38.015244,-121.78886,890,,,cch2,urn:uuid:fe5fa247-0b09-4b44-965a-4882685d3731,http://cch2.org/portal/collections/individual/index.php?occid=3297802
3302527,UCJEPS,JEPS1906,,Nemophila menziesii var. atomaria,205101,7/4/1937,1937,7,4,185,Jul 4 1937,Flowering/Fruiting,Del Norte,Gasquet,41.84556,-123.96833,,152,500 ft,cch2,urn:uuid:088ba6f7-78bb-4249-be39-90d527c47a9e,http://cch2.org/portal/collections/individual/index.php?occid=3302527
3303326,UCJEPS,JEPS3204,,Nemophila menziesii,205099,,,,,,,Flowering/Fruiting,Santa Cruz,"watershed of San Gregorio Creek Santa Cruz Mountains, Kings Mt., San Gregorio Creek (Sierra Morena (Kings Mountain) Santa Cruz Mountains)",,,,,,cch2,urn:uuid:71bd9f09-80e4-413e-b931-4ee8cfe7180f,http://cch2.org/portal/collections/individual/index.php?occid=3303326
3303659,UCJEPS,JEPS1493,,Nemophila menziesii,205099,5/25/1938,1938,5,25,145,May 25 1938,Flowering/Fruiting,San Benito,"1 mi s Idria; Inner South Coast Ranges, San Carlos Range",36.403248,-120.672295,2995,914,3000 ft,cch2,urn:uuid:08680523-0a4e-4430-aa91-294dcf02744f,http://cch2.org/portal/collections/individual/index.php?occid=3303659
3304477,UCJEPS,JEPS3135,,Nemophila menziesii,205099,6/1/1927,1927,6,1,152,27-Jun,Flowering/Fruiting,Riverside,"Saunder's Meadow San Jacinto Mts., Saunder's Meadow (San Jacinto Mountains)",33.7327,-116.7118,300,1676,5500 ft,cch2,urn:uuid:7951a232-35c4-41aa-bbc7-cad8d9e282c7,http://cch2.org/portal/collections/individual/index.php?occid=3304477
3305663,UCJEPS,UC1039812,,Nemophila menziesii,205099,4/16/1956,1956,4,16,107,Apr 16 1956,Flowering/Fruiting,Fresno,"e side Kerckhoff Lake; Sierra National Forest, Quad. 89-D1, e side Kerckhoff Lake",37.1484,-119.5052,805,396,1300 ft,cch2,urn:uuid:d3218898-c4f5-4889-8eac-bc6632f8163b,http://cch2.org/portal/collections/individual/index.php?occid=3305663
3305784,UCJEPS,UC1069170,,Nemophila menziesii,205099,3/21/1935,1935,3,21,80,Mar 21 1935,Flowering/Fruiting,San Bernardino,"2 mi w Hesperia; Hesperia Quad., w of Hesperia",34.4173,-117.3205,805,1021,3350 ft,cch2,urn:uuid:aa03fc28-9da5-4d88-bbbf-7b24fd01d1ec,http://cch2.org/portal/collections/individual/index.php?occid=3305784
3306845,UCJEPS,UC1222905,,Nemophila menziesii,205099,4/20/1950,1950,4,20,110,Apr 20 1950,Flowering/Fruiting,Humboldt,1/2 mi w Dinsmore's; w of Dinsmore's,,,,,,cch2,urn:uuid:db6acca9-b631-4208-b477-7fad0a6769d2,http://cch2.org/portal/collections/individual/index.php?occid=3306845
3306958,UCJEPS,UC1239755,,Nemophila menziesii,205099,6/3/1923,1923,6,3,154,Jun 3 1923,Flowering/Fruiting,Humboldt,"near Dsn McBride Place (Kneeland Prairie); , near Dan McBride Place",,,,762,2500 ft,cch2,urn:uuid:6bfe993d-6874-4052-a46e-0f0c560fb037,http://cch2.org/portal/collections/individual/index.php?occid=3306958
3308872,UCJEPS,UC24240,,Nemophila menziesii,205099,1898-04-13,1898,4,13,103,Apr 13 1898,Flowering/Fruiting,Mendocino,Ukiah,39.144787,-123.2056,3238,,,cch2,urn:uuid:620792f7-121a-409c-9b1d-7dfab13b458f,http://cch2.org/portal/collections/individual/index.php?occid=3308872
3308895,UCJEPS,UC24248,,Nemophila menziesii,205099,1893-04-26,1893,4,26,116,Apr 26 1893,Flowering/Fruiting,Napa,"Yountville , Yountville (Napa River Basin)",,,,,,cch2,urn:uuid:251708a6-6117-47ee-b4a9-9b684fa13f98,http://cch2.org/portal/collections/individual/index.php?occid=3308895
3308943,UCJEPS,UC24231,,Nemophila menziesii,205099,1899-06-01,1899,6,1,152,"June-July, 1899",Flowering/Fruiting,Monterey,Pajaro Hills,,,,,,cch2,urn:uuid:3453fbd9-456f-44ba-868e-f14e9a86cc0c,http://cch2.org/portal/collections/individual/index.php?occid=3308943
3308950,UCJEPS,UC24203,,Nemophila menziesii,205099,1898-03-24,1898,3,24,83,Mar 24 1898,Flowering/Fruiting,Alameda,"below Little Grizzly (Wild Cat Canyon); South Coast Ranges, below Little Grizzly, Wild Cat Canyon",,,,,,cch2,urn:uuid:71c8dea7-06aa-4c55-900a-85cee146f351,http://cch2.org/portal/collections/individual/index.php?occid=3308950
