specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,repro,county,locality,habitat,datum,id,source,references
JEPS1916,1891-03-22,1891,3,22,81,37.7198,-122.49132,NA,2456,NA,Flowering/Fruiting,San Francisco,Lake Merced,NA,NAD27,3241438,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3241438
JEPS83176,1982-05-12,1982,5,12,132,NA,NA,NA,NA,NA,Flowering/Fruiting,Monterey,"Poison Oak Hill Carmel Valley, Hastings Natural History Reservation (Hastings Natural History Reservation)","Poison Oak Hill, 2nd year after a fire",NA,3242610,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3242610
JEPS1794,1920-04-23,1920,4,23,114,NA,NA,NA,NA,NA,Flowering/Fruiting,San Diego,head of Grapevine Canyon,NA,NA,3243069,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3243069
JEPS1878,1893-04-25,1893,4,25,115,NA,NA,NA,NA,atomaria,Flowering/Fruiting,Napa,"trail to Caux's Cabin Napa River Basin, = Mts. n of St. Helena (Napa River Basin, = Mts. n of St. Helena)",NA,NA,3243110,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3243110
UC1057474,1940-03-21,1940,3,21,81,38.540382,-122.77343,91,341,NA,Flowering/Fruiting,Sonoma,2-3 mi se Windsor (Pleasant Avenue Road and Chalk Hill Road); se of Windsor,"open, grassy field",NAD27,3244509,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3244509
UC144182,1905-04-18,1905,4,18,108,35.190178,-118.51551,NA,1220,NA,Flowering/Fruiting,Kern,Girard Station,NA,NAD27,3246164,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3246164
UC1537401,1935-02-22,1935,2,22,53,33.8701,-117.3882,457,4300,NA,Flowering/Fruiting,Riverside,Mockingbird Canyon,NA,WGS84,3246403,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3246403
UC184397,1902-04-01,1902,4,1,91,NA,NA,NA,NA,NA,Flowering/Fruiting,Monterey,Del Monte,NA,NA,3247160,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3247160
UC24235,1896-03-15,1896,3,15,75,38.51417,-123.2425,NA,NA,NA,Flowering/Fruiting,Sonoma,near Fort Ross; near Fort Ross,NA,NA,3247653,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3247653
UC306572,1903-04-01,1903,4,1,91,NA,NA,NA,NA,NA,Flowering/Fruiting,Monterey,Bardino,NA,NA,3247802,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3247802
UC606906,1938-04-03,1938,4,3,93,36.68138,-121.00466,609,5057,NA,Flowering/Fruiting,San Benito,"on Tres Pinos Creek 7 mi nw Llanada (San Carlos Range, Inner South Coast Ranges); Inner South Coast Ranges, San Carlos Range","light sandy soil of cultivated field, Pinus sabiniana-Quercus douglasii belt",NAD27,3248934,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3248934
UC1245395,1932-06-17,1932,6,17,169,40.1657,-123.226006,NA,1204,NA,Flowering/Fruiting,Trinity,Three Forks Mad River,shade,NAD27,3253508,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3253508
JEPS1885,1919-04-13,1919,4,13,103,NA,NA,NA,NA,atomaria,Flowering/Fruiting,Napa,near Atlas; near Atlas,NA,NA,3253946,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3253946
UC1211139,1912-04-30,1912,4,30,121,NA,NA,1219,NA,NA,Flowering/Fruiting,Los Angeles,Mt. Wilson; creek,creek,NA,3257807,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3257807
UC1245392,1933-06-13,1933,6,13,164,NA,NA,1066,NA,NA,Flowering/Fruiting,Humboldt,summit Bear's-Hoopa Road,summit of road; open hillside,NA,3257905,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3257905
UC1282735,1952-05-02,1952,5,2,123,38.71233,-122.47852,243,254,NA,Flowering/Fruiting,Lake,"0.4 mi se Black Oak Villa (in Butts Canyon, 1.1 mi from Lake-Napa County Line on Pope Valley Road); se of Black Oak Villa in Butts Canyon",on 1 yr burn in chaparral on shallow rocky soil; ne facing slope,NAD27,3257956,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3257956
UC310216,1926-05-01,1926,5,1,121,33.37773,-116.82082,1524,3219,NA,Flowering/Fruiting,San Diego,Oak Grove trail to Palomar Mt.; Oak Grove trail to Palomar Mt.,dry slope,WGS84,3260018,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3260018
UC592189,1925-03-07,1925,3,7,66,37.579037,-121.90704,NA,2803,NA,Flowering/Fruiting,Alameda,bluff above stream junction one-half mi sw Sunol; sw of Sunol,open oak association on upper hills slopes; bluff above stream junction,NAD27,3261145,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3261145
UC606904,1938-04-01,1938,4,1,91,NA,NA,243,NA,NA,Flowering/Fruiting,Santa Clara,"near Morgan Hill (se base of El Toro, Santa Cruz Mountains); South Coast Ranges, Santa Cruz Mountains, El Toro",partial shade of toxicodendron diversilobum & Quercus agrifolia,NA,3261247,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3261247
UC1980035,2009-03-30,2009,3,30,89,34.94695,-119.40093,973,NA,menziesii,Flowering/Fruiting,Kern,"Coast Ranges; Temblor Mountains region: West end of the San Emigdio Mountains: Bitter Creek National Wildlife Refuge; Cienaga Canyon, off of Klipstein Canyon Road. Northeast of Cerro Noroeste Road.","Collected up steep slope of dry, sunny white loose shale, northeast of road, to top of hill, and along creek bottom at base of slope, a short distance to the east of the road. Growing in low gentle draw near top of ridge.",WGS84,3263926,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3263926
JEPS1517,1928-04-18,1928,4,18,109,34.134533,-118.30477,NA,3384,integrifolia,Flowering/Fruiting,Los Angeles,"Griffith Park Los Angeles, Griffith Park",NA,NAD27,3266352,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3266352
JEPS1490,1938-04-16,1938,4,16,106,NA,NA,762,NA,NA,Flowering/Fruiting,Kern,"small hill w Isabella (Kern River Canyon); , w of Isabella","small hill, grassy n slope w/Chrysothamnus",NA,3266831,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3266831
UC1069200,1934-03-11,1934,3,11,70,39.2011,-121.7344,22,805,NA,Flowering/Fruiting,Sutter,"1 mi sw Union School; Marysville Buttes Quad., sw of Union School",Veg. Type: Grass; flat slope,NAD27,3268936,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3268936
UC450875,1931-03-07,1931,3,7,66,34.220536,-118.370733,NA,1600,NA,Flowering/Fruiting,Los Angeles,"Vineland Ave. , Vineland Ave. (Roscoe)",waste land growing under cactus,WGS84,3272449,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3272449
UC571709,1935-03-31,1935,3,31,90,37.342384,-121.64059,548,520,NA,Flowering/Fruiting,Santa Clara,between Hall's Valley and Grand View (western side of Mount Hamilton); western side of Mount Hamilton,"western side of mountain; ne facing slope among Quercus douglasii, Q. kelloggii",NAD27,3273089,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3273089
UC75161,1903-04-06,1903,4,6,96,NA,NA,NA,NA,NA,Flowering/Fruiting,San Francisco,"San Bruno hills , San Bruno hills (San Francisco)","common on moist, grassy slopes",NA,3274137,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3274137
JEPS1889,1917-05-29,1917,5,29,149,NA,NA,1021,NA,integrifolia,Flowering/Fruiting,San Diego,Mesa Grande,damp places on n slope,NA,3277859,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3277859
JEPS25353,1959-03-19,1959,3,19,78,37.86474,-121.679,60,851,NA,Flowering/Fruiting,Contra Costa,"2.4 mi w Byron (s-facing low hill along Camino Diablo, 0.3 mi e of junction with Vasco Road); along Camino Diablo, w of Byron",on s-fcg low hill,NAD27,3279415,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3279415
JEPS3067,1916-03-12,1916,3,12,72,37.95333,-120.42167,457,NA,NA,Flowering/Fruiting,Tuolumne,near Jamestown; nr Jamestown,NA,NA,3279548,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3279548
UC1069195,1938-03-30,1938,3,30,89,35.7981,-120.8033,289,805,NA,Flowering/Fruiting,Monterey,"3 1/2 mi ese Pleyto Well; Bradley Quad., ese Pleyto Well",Veg. Type: D' Gr (Gr underlined); 20% se slope,NAD27,3281079,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3281079
UC1069166,1935-04-24,1935,4,24,114,37.96648,-120.713326,304,1189,NA,Flowering/Fruiting,Calaveras,"3 1/2 mi sw Hodson; Copperopolis Quad., sw of Hodson",Veg. Type: Wood. Gr (Gr underlined); nne slope,NAD27,3281090,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3281090
UC1426018,1973-03-29,1973,3,29,88,34.166069,-117.683611,713,150,NA,Flowering/Fruiting,Los Angeles,"Evey Canyon San Gabriel Mountains, Evey Canyon (0.3 mi from mouth canyon, San Gabriel Mountains)",along roadside in open grassy area of mixed evergreen forest 0.3 mi from mouth canyon,WGS84,3282758,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3282758
UC1614472,1935-02-24,1935,2,24,55,37.873528,-122.23781,NA,1120,NA,Flowering/Fruiting,Alameda,"above Monument Hill Strawberry Canyon (Berkeley); , , above Monument Hill",back wall of canyon,NAD27,3283308,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3283308
UC1614293,1935-03-17,1935,3,17,76,37.873528,-122.23781,NA,1120,NA,Flowering/Fruiting,Alameda,"along w fence of Botanical Gardens Strawberry Canyon (Strawberry Canyon, Berkeley); Berkeley, Strawberry Canyon",middle of canyon along w fence of Botanical Gardens,NAD27,3283366,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3283366
UC496087,1907-07-02,1907,7,2,183,36.519,-121.9178,NA,850,NA,Flowering/Fruiting,Monterey,"near Carmel Highlands (San Jose Canyon); , near Carmel Highlands",NA,WGS84,3284882,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3284882
UC495298,1932-03-24,1932,3,24,84,33.70889,-117.36083000000001,304,NA,NA,Flowering/Fruiting,Riverside,n Elsinore; n of Elsinore,in damp grassy flats,NA,3284947,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3284947
UC501547,1925-03-19,1925,3,19,78,NA,NA,609,NA,NA,Flowering/Fruiting,Kern,n slope Tehachapi North slope Tehachapi,open fields,NA,3285052,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3285052
UC564183,1935-03-29,1935,3,29,88,NA,NA,NA,NA,NA,Flowering/Fruiting,San Luis Obispo,"two mi s Simmler; Carriso Plain, s of Simmler",depression in field--uncultivated,NA,3285356,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3285356
UC753438,1946-04-23,1946,4,23,113,NA,NA,1219,NA,NA,Flowering/Fruiting,Santa Barbara,n side Figueroa Mountain,"brush pile, dry sandy soil of grassy roadside, Pinus coulteri woodland",NA,3286534,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3286534
JEPS1488,1938-05-07,1938,5,7,127,37.121006,-119.77128,762,2836,NA,Flowering/Fruiting,Madera,"11 mi sw Coarse Gold (3 mi sw of Kelshaw Corners, Sierra Nevada foothills); Sierra Nevada foothills, sw of Coarse Gold, sw Kelshaw Corne","n bank with granitic boulders in rhamnus crocea & ceanothus, Pinus sabiniana-Quercus wislizenii belt",NAD27,3291661,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3291661
JEPS111846,2005-03-25,2005,3,25,84,37.984165,-122.202774,250,100,menziesii,NA,Contra Costa,Pinole Peak Fernandez Ranch. West of Christie Road. South of I-4 (behind golf course) and North of Pinole Peak,on north-facing slopes; Plectritis and Collinsia sparsiflora.,WGS84,3292491,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3292491
UC1019605,1926-03-19,1926,3,19,78,33.1125,-116.523,NA,1609,NA,Flowering/Fruiting,San Diego,near gate to entrance San Felipe Ranch (between Julian and Colorado Desert); between Julian and Colorado Desert,NA,WGS84,3293194,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3293194
UC1069188,1936-03-14,1936,3,14,74,35.1874,-120.691,76,805,NA,Flowering/Fruiting,San Luis Obispo,"1 mi ese Sycamore Springs; Arroyo Grande Quad., San Luis Obispo NF, ese Sycamore Spring",Veg. Type: Woodland-Gr ; s slope,NAD27,3293464,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3293464
UC24238,1899-02-22,1899,2,22,53,NA,NA,NA,NA,NA,Flowering/Fruiting,Alameda,"Baldy Peak Berkeley, Baldy Peak (Berkeley, north-western Alameda County)",NA,NA,3296490,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3296490
UC592190,1932-03-20,1932,3,20,80,38.015244,-121.78886,NA,890,NA,Flowering/Fruiting,Contra Costa,Antioch sand hills,sand hills,NAD27,3297802,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3297802
JEPS1906,1937-07-04,1937,7,4,185,41.84556,-123.96833,152,NA,atomaria,Flowering/Fruiting,Del Norte,Gasquet,"data in packet reads ""Gasquet Golf Course",NA,3302527,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3302527
JEPS1493,1938-05-25,1938,5,25,145,36.403248,-120.672295,914,2995,NA,Flowering/Fruiting,San Benito,"1 mi s Idria; Inner South Coast Ranges, San Carlos Range",open shale banks in Quercus douglasii & Pinus sabiniana,NAD27,3303659,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3303659
JEPS3135,1927-06-01,1927,6,1,152,33.7327,-116.7118,1676,300,NA,Flowering/Fruiting,Riverside,"Saunder's Meadow San Jacinto Mts., Saunder's Meadow (San Jacinto Mountains)",under trees in grassy meadow,WGS84,3304477,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3304477
UC1039812,1956-04-16,1956,4,16,107,37.1484,-119.5052,396,805,NA,Flowering/Fruiting,Fresno,"e side Kerckhoff Lake; Sierra National Forest, Quad. 89-D1, e side Kerckhoff Lake","Veg. Type: Nt2 (N+2?)/SGr Hrk (Hvk?) (Gr underlined), Soil Series Tollhouse",NAD27,3305663,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3305663
UC1069170,1935-03-21,1935,3,21,80,34.4173,-117.3205,1021,805,NA,Flowering/Fruiting,San Bernardino,"2 mi w Hesperia; Hesperia Quad., w of Hesperia",Veg. Type: Yb Jc Sli Epr (could be Je or Epv); flat slope; under other plants in shade,NAD27,3305784,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3305784
UC1222905,1950-04-20,1950,4,20,110,NA,NA,NA,NA,NA,Flowering/Fruiting,Humboldt,1/2 mi w Dinsmore's; w of Dinsmore's,in oak openings,NA,3306845,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3306845
UC1239755,1923-06-03,1923,6,3,154,NA,NA,762,NA,NA,Flowering/Fruiting,Humboldt,"near Dsn McBride Place (Kneeland Prairie); , near Dan McBride Place",NA,NA,3306958,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3306958
UC24240,1898-04-13,1898,4,13,103,39.144787,-123.2056,NA,3238,NA,Flowering/Fruiting,Mendocino,Ukiah,NA,NAD27,3308872,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3308872
UC24248,1893-04-26,1893,4,26,116,NA,NA,NA,NA,NA,Flowering/Fruiting,Napa,"Yountville , Yountville (Napa River Basin)",NA,NA,3308895,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3308895
UC24231,1899-06-01,1899,6,1,152,NA,NA,NA,NA,NA,Flowering/Fruiting,Monterey,Pajaro Hills,sandy loam,NA,3308943,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3308943
UC24203,1898-03-24,1898,3,24,83,NA,NA,NA,NA,NA,Flowering/Fruiting,Alameda,"below Little Grizzly (Wild Cat Canyon); South Coast Ranges, below Little Grizzly, Wild Cat Canyon",NA,NA,3308950,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3308950
UC480616,1928-03-04,1928,3,4,64,36.88841,-121.63942,NA,789,NA,Flowering/Fruiting,Monterey,"near Watsonville (Aromas); near Watsonville, Aromas",NA,WGS84,3309511,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3309511
UC596583,1908-05-01,1908,5,1,122,37.421104,-121.69879,NA,1622,NA,Flowering/Fruiting,Santa Clara,Mt. Day,NA,NAD27,3310329,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3310329
UC63943,1903-04-26,1903,4,26,116,37.88306,-122.2375,NA,NA,NA,Flowering/Fruiting,Alameda,Berkeley Hills,NA,NA,3310480,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3310480
UC880909,1937-04-09,1937,4,9,99,33.74,-117.0847,NA,5000,NA,Flowering/Fruiting,Riverside,Riverside-Hemet Road near Winchester turnoff; Riverside-Hemet Road,NA,WGS84,3311644,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3311644
JEPS127095,2016-04-19,2016,4,19,110,37.807453,-121.746961,160,NA,menziesii,Flowering/Fruiting,Contra Costa,"2.3 miles (air) southwest of Los Vaqueros Reservoir Dam, approximately 25 miles (air) southwest of Stockton. Undesignated section of Canada de Los Vaqueros Land Grant, Byron Hot Spring USGS 7.5' Quad.","Foothill Woodland. On dry soil, along south side of road exit at Los Vaqueros Reservoir Marina.",WGS84,3312937,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3312937
JEPS1912,1907-05-23,1907,5,23,143,36.704,-118.957,NA,3219,NA,Flowering/Fruiting,Tulare,Limekiln Creek,NA,NAD27,3314766,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3314766
JEPS1803,1941-04-29,1941,4,29,119,34.77,-115.683,1371,393,NA,Flowering/Fruiting,San Bernardino,"Willow Springs Canyon Mohave Desert, Old Dad Mountains, Willow Springs Canyon (Old Dad Mountains, Mohave Desert)",NA,WGS84,3315690,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3315690
UC1239741,1938-05-01,1938,5,1,121,NA,NA,152,NA,NA,Flowering/Fruiting,Humboldt,Trinity River Valley at Willow Creek; Trinity River Valley at Willow Creek,NA,NA,3319081,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3319081
UC24207,1902-04-12,1902,4,12,102,37.8931,-122.2717,NA,2500,NA,Flowering/Fruiting,Alameda,"Berkeley Hills San Francisco Bay Region, Berkeley Hills",NA,WGS84,3320930,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3320930
UC310899,1925-03-20,1925,3,20,79,35.809273,-119.10217,NA,3634,NA,Flowering/Fruiting,Tulare,1 mi n Richgrove (open plain); n of Richgrove,open plain,NAD27,3321052,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3321052
UC455932,1910-03-29,1910,3,29,88,35.144588,-119.740544,NA,16993,NA,Flowering/Fruiting,San Luis Obispo,Carisa Plains,NA,WGS84,3321386,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3321386
UC596582,1909-04-01,1909,4,1,91,37.427773,-121.90488,NA,3232,NA,Flowering/Fruiting,Santa Clara,Milpitas,NA,NAD27,3322177,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3322177
UC606956,1938-03-31,1938,3,31,90,NA,NA,NA,NA,NA,Flowering/Fruiting,Kern,"about 20 mi sw Bakersfields (near the Kern River, Ten Section Field); near the Kern River, sw of Bakersfield",infrequent under trees in sandy open fields,NA,3322212,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3322212
UC691704,1931-03-08,1931,3,8,67,37.94111,-121.93472,304,NA,NA,Flowering/Fruiting,Contra Costa,"Mitchell Canyon , Mitchell Canyon (Mount Diablo)","half shady, w bank",NA,3322685,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3322685
JEPS81922,1983-04-10,1983,4,10,100,37.083332,-122.25,76,NA,NA,Flowering/Fruiting,Santa Cruz,"ca 17 mi nw Santa Cruz (central Buckeye Grove Gulch, H-H Ranch: located between California 1 and Swanton Rd, se of Greyhound Rock, w and nw of Old Seaside School, Swanton); nw of Santa Cruz, H-H Ranch, Buckeye Grove Gulch",forest opening; 60-70% nw-fcg slope; soil derived fr deomposed Santa Cruz mudstone enriched w/humus,NA,3329236,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3329236
UC1031220,1954-04-08,1954,4,8,98,NA,NA,NA,NA,NA,Flowering/Fruiting,Napa,Highway 128 two mi s of e Monticello; s of e of Monticello,NA,NA,3329817,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3329817
UC1069187,1936-03-27,1936,3,27,87,35.351067,-120.547444,342,2200,NA,Flowering/Fruiting,San Luis Obispo,"4.3 mi ne Black Butte; San Luis Obispo Quad., ne of Black Butte",Veg. Type: Grass; 2-3% slope,NA,3330026,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3330026
UC24243,1902-05-01,1902,5,1,121,34.66583,-118.40167,NA,NA,NA,Flowering/Fruiting,Los Angeles,Elizabeth Lake,NA,NA,3333056,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3333056
UC501545,1929-03-31,1929,3,31,90,33.0828,-116.572,NA,2575,NA,Flowering/Fruiting,San Diego,"e Julian (Foster Grade, just below Banner); Foster Grade, e of Julian, just below Banner",growing under bushes,WGS84,3333803,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3333803
UC55254,1900-02-25,1900,2,25,56,38.45,-121.47,NA,5230,NA,Flowering/Fruiting,Sacramento,2 mi se Sacramento; se of Sacramento,NA,NAD27,3334007,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3334007
UC56876,1902-04-30,1902,4,30,120,34.09,-117.74944,NA,NA,NA,Flowering/Fruiting,Los Angeles,North Pomona,NA,NA,3334198,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3334198
UC566277,1932-03-26,1932,3,26,86,35.7554,-120.6662,243,4828,NA,Flowering/Fruiting,San Luis Obispo,"2 mi e San Miguel; San Miguel Quad., e of San Miguel",NA,NAD27,3334199,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3334199
UC663110,1938-04-05,1938,4,5,95,38.971554,-122.610886,NA,1622,NA,Flowering/Fruiting,Lake,along the ne side Clear Lake ne side of Clearlake (Clear Lake),in moist open woods and hillsides along the ne side lake,NAD27,3334771,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3334771
UC67148,1901-04-05,1901,4,5,95,37.88178,-121.91309,NA,5414,NA,Flowering/Fruiting,Contra Costa,Mt. Diablo,NA,NAD27,3334917,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3334917
UC747507,1943-05-02,1943,5,2,122,38.74626,-120.622345,914,1783,NA,Flowering/Fruiting,El Dorado,"ca 3 mi e Camino (along North Fork Webber Creek); North Fork Webber Creek, e of Camino","open, grassy meadow along creek",NAD27,3335234,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3335234
UC73660,1906-04-03,1906,4,3,93,NA,NA,NA,NA,NA,Flowering/Fruiting,Kern,w slope Mt. Hamilton w slope of Mt. Hamilton,NA,NA,3335295,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3335295
JEPS110845,1994-04-16,1994,4,16,106,38.5824,-122.4002,228,805,menziesii,NA,Napa,North end of Chiles Valley near Chiles- Pope Valley Road.,alluvium In low swale in cultivated field.,NA,3340493,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3340493
JEPS110844,1996-03-23,1996,3,23,83,38.6113,-122.3819,184,805,menziesii,NA,Napa,".3 mile from Pope Canyon Road on Hardin Road, near airstrip.",alluvium In cultivated field; flat.,NA,3340573,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3340573
JEPS1893,1908-04-01,1908,4,1,92,33.74,-117.53,NA,16093,integrifolia,Flowering/Fruiting,Orange,Santa Ana Mountains,NA,NAD27,3340619,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3340619
UC1239736,1935-05-26,1935,5,26,146,NA,NA,609,NA,NA,Flowering/Fruiting,Humboldt,"Lone Star Creek , Lone Star Creek (Iaqua Region)",NA,NA,3343332,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3343332
UC1239742,1949-03-28,1949,3,28,87,39.051235,-123.15399,182,9830,NA,Flowering/Fruiting,Mendocino,halfway between Ukiah and Hopland; between Ukiah and Hopland,moist field,NAD27,3343355,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3343355
UC24237,1896-04-04,1896,4,4,95,37.7198,-122.49132,NA,2456,NA,Flowering/Fruiting,San Francisco,Lake Merced,NA,NAD27,3345264,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3345264
UC660028,1925-02-26,1925,2,26,57,NA,NA,NA,NA,NA,Flowering/Fruiting,Monterey,near Monterey; near Monterey,hillside among scattered oak,NA,3346967,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3346967
UC67156,1903-02-01,1903,2,1,32,34.134533,-118.30477,NA,3384,NA,Flowering/Fruiting,Los Angeles,Griffith Park,NA,NAD27,3347073,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3347073
UC880915,1913-04-09,1913,4,9,99,33.2842,-116.63113,NA,2414,NA,Flowering/Fruiting,San Diego,Warner's Hot Springs,NA,WGS84,3348015,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3348015
JEPS2990,1908-03-01,1908,3,1,61,NA,NA,NA,NA,NA,Flowering/Fruiting,Orange,Anaheim Plains,NA,NA,3351224,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3351224
JEPS1480,1940-02-29,1940,2,29,60,NA,NA,NA,NA,NA,Flowering/Fruiting,Napa,"Yount School Vicin San Francisco Bay, e side Napa Valley, Yount School (e side Napa Valley, vicinity of San Francisco Bay)",NA,NA,3351280,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3351280
JEPS1518,1928-05-04,1928,5,4,125,NA,NA,NA,NA,integrifolia,Flowering/Fruiting,Los Angeles,"Monrovia Canyon , Monrovia Canyon (San Gabriel Mts.)",NA,NA,3352023,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3352023
JEPS3118,1892-04-16,1892,4,16,107,39.20333,-121.18417,NA,NA,NA,Flowering/Fruiting,Nevada,Penn Valley,NA,NA,3352293,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3352293
JEPS1494,1938-04-08,1938,4,8,98,NA,NA,152,NA,NA,Flowering/Fruiting,Santa Clara,"above Guadalupe Creek (opposite Guadalupe Mine, near New Almaden, e foothills of the Santa Cruz Mountains); e foothills Santa Cruz Mountains, above Guadalupe Creek",moist soil w/Toxicodendron under live & deciduous oaks,NA,3352374,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3352374
JEPS1892,1888-05-29,1888,5,29,150,NA,NA,NA,NA,integrifolia,Flowering/Fruiting,San Bernardino,NA,foothills,NA,3352511,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3352511
JEPS76985,1963-03-10,1963,3,10,69,NA,NA,NA,NA,NA,Flowering/Fruiting,Marin,Pt. Reyes,near coast,NA,3353368,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3353368
JEPS107354,2005-03-17,2005,3,17,76,39.833054,-121.7175,236,NA,menziesii,NA,Butte,"Big Chico Creek Ecological Reserve. On the east side of Chico Canyon Road, about 1 mile (air) west of Highway 32, about 7 miles (air) northeast of Chico","Foothill Woodland. Normal size plants, on damp soil, grassy opening. Common, inconspicuous.",NA,3353470,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3353470
UC1057439,1937-03-26,1937,3,26,85,NA,NA,NA,NA,NA,Flowering/Fruiting,Sonoma,along the Guernville Highway near Village; near Village,in a grassy meadow along highway,NA,3354366,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3354366
UC107233,1895-04-16,1895,4,16,106,33.1992,-116.5986,NA,1609,NA,Flowering/Fruiting,San Diego,San Felipe,NA,WGS84,3354437,cch2,http://cch2.org/portal/collections/individual/index.php?occid=3354437
