id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
306009,UCSB,,UCSB,PreservedSpecimen,fe6097b6-1a5d-11e3-b49f-525400a0a001,UCSB030068,30547,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Smith, D.",,1960,1966-04-09,1966,4,9,99,,,,Grassland,,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,"10 miles S of Shandon",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:32:21",,35,urn:uuid:aa2a7975-8d4e-4509-8699-91de6c48a38b,http://cch2.org/portal/collections/individual/index.php?occid=306009
306010,UCSB,,UCSB,PreservedSpecimen,fe60998c-1a5d-11e3-b49f-525400a0a001,UCSB030091,29347,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Phelps, M.",,50,1972-03-20,1972,3,20,80,,,,"In grassy roadside soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,Humboldt,,"0.6 mi. along Black Sands Rd. from Shelter Cove Rd. junction; Shelter Cove",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:43:04",,35,urn:uuid:2e996a14-2c3e-46fc-9766-6c01a3403f28,http://cch2.org/portal/collections/individual/index.php?occid=306010
306011,UCSB,,UCSB,PreservedSpecimen,fe609b6c-1a5d-11e3-b49f-525400a0a001,UCSB030090,11504,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Blattau, Jim",,125,1962-04-17,1962,4,17,107,,,,"Exposed slope",,,,,,,,,,,,,,"Sheet - 1","United States",California,Marin,,"End of road at tip of Point Reyes Peninsula",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:42:49",,35,urn:uuid:6f960a51-a552-426c-a13d-fc97acb61c3e,http://cch2.org/portal/collections/individual/index.php?occid=306011
306012,UCSB,,UCSB,PreservedSpecimen,fe609d38-1a5d-11e3-b49f-525400a0a001,UCSB030089,11673,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Dianne Connelly",,41,1962-04-17,1962,4,17,107,,,,"Growing beside shaded path",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Clara",,"California Highway 9; 1.5 miles west of junction with Highway 5; 14 miles east of Big Basin",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:42:31",,35,urn:uuid:2aeb6e0b-bbea-4b70-8dc6-8942a6e58191,http://cch2.org/portal/collections/individual/index.php?occid=306012
306013,UCSB,,UCSB,PreservedSpecimen,fe609f0e-1a5d-11e3-b49f-525400a0a001,UCSB030092,13213,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Hugh Dearing; Margaret Dearing",,3359,1939-05-14,1939,5,14,134,,,,,,,,,,,,,,,,,,"Sheet - 1","United States",California,Sonoma,,"Bodega State Park",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:43:25",,35,urn:uuid:e07468b1-6693-4833-93f0-6784c6b134e3,http://cch2.org/portal/collections/individual/index.php?occid=306013
306014,UCSB,,UCSB,PreservedSpecimen,fe60a0e4-1a5d-11e3-b49f-525400a0a001,UCSB030093,10587,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii var. integrifolia",205102,Brand,Nemophila,menziesii,var.,integrifolia,,,,,,,,"Norman Haller",,,1953-04-25,1953,4,25,115,,,,"Growing in semi-shade; under Quercus agrifolia; growing among grasses; Baby Blue Eyes",,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Diego",,"1 mile west of Julian",,0,,33.07817,-116.61458,WGS84,241,,"San Diego NHM A",,TOPO!,,"Thu May 1 10:39:27 2014",,,,,,,,,preprocessed,"2014-06-03 12:44:16",,35,urn:uuid:c7a23126-c215-43e5-922a-49c1c82271ba,http://cch2.org/portal/collections/individual/index.php?occid=306014
306015,UCSB,,UCSB,PreservedSpecimen,fe60a2ba-1a5d-11e3-b49f-525400a0a001,UCSB030409,63597,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Garcia, Ron",,12,1995-04-01,1995,4,1,91,,,,,,,,,,,,,,,,,,"Sheet - 1","United States",California,Lake,,"Jct. Hwys. 29 and 175; ca. 3 mi. SE of Kelseyville; Kelseyville U.S.G.S. Quadrangle, 15'; SE 1/4 of SW 1/4 Sect. 30; T18N, R8W",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:50:53",,35,urn:uuid:3c526f29-1a51-4a0e-8702-cfe6aa60eb3e,http://cch2.org/portal/collections/individual/index.php?occid=306015
306016,UCSB,,UCSB,PreservedSpecimen,fe60a49a-1a5d-11e3-b49f-525400a0a001,UCSB030408,12894,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Dennis E. Breedlove",,1796,1962-03-09,1962,3,9,68,,,,"On grassy hill; with Quercus agrifolia",,,,,,,,,,,,,,"Sheet - 1","United States",California,Orange,,"4.4 miles east of San Juan Capistrano on State 74",,0,,33.517333,-117.595479,WGS84,500,,"Rancho Santa Ana (no. 9)",,"Google Earth",,,,,,,,,,,preprocessed,"2014-06-03 12:50:36",,35,urn:uuid:6bd19403-a6f7-48fa-b8cb-a8c3adfb4bff,http://cch2.org/portal/collections/individual/index.php?occid=306016
306017,UCSB,,UCSB,PreservedSpecimen,fe60a666-1a5d-11e3-b49f-525400a0a001,UCSB030407,38127,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Clark Cowan",,303,1975-03-23,1975,3,23,82,,,,"Among grasses and Cardamine oligosperma; on W-facing slope",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"E. fork Cold Springs burn; 100 yds. S of Cold Springs- Hot Springs trail saddle; 1 mi. by trail on E. fork of Cold Springs trail; Mountain Dr.; Montecito",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:50:12",,35,urn:uuid:00e0db8c-5160-45a1-8b84-d047acecdd07,http://cch2.org/portal/collections/individual/index.php?occid=306017
306018,UCSB,,UCSB,PreservedSpecimen,fe60a83c-1a5d-11e3-b49f-525400a0a001,UCSB030406,5338,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Nancy Bingham",,13,1946-02-27,1946,2,27,58,,,,"Growing on a shady, moist bank; off main trail",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Rattlesnake Canyon; 4 miles north of Santa Barbara",,0,,34.4585,-119.6917,NAD83,1500,,"Santa Barbara Botanic Garden A",,"(copied from UCSB1007)",,"Mon Apr 28 17:57:35 2014",,,,,,,,,preprocessed,"2014-06-03 12:49:53",,35,urn:uuid:c213ed60-2719-4555-94e1-03694ce06e5f,http://cch2.org/portal/collections/individual/index.php?occid=306018
306019,UCSB,,UCSB,PreservedSpecimen,fe60aad0-1a5d-11e3-b49f-525400a0a001,UCSB030405,12040,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Hugh Dearing; Margaret Dearing",,3086,1934-04-04,1934,4,4,94,,,,,,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Bernardino",,"West Mojave Desert; near Hesperia",,0,,34.42407,-117.301134,WGS84,5000,,"Rancho Santa Ana (no. 9)",,"Google Earth",,,,,,,,,,,preprocessed,"2014-06-03 12:49:36",,35,urn:uuid:4d392cad-05c0-4540-a9a0-54bc23e73dbe,http://cch2.org/portal/collections/individual/index.php?occid=306019
306020,UCSB,,UCSB,PreservedSpecimen,fe60acb0-1a5d-11e3-b49f-525400a0a001,UCSB030404,5334,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Richard Wilson",,75,1958-05-10,1958,5,10,130,,,,"Chaparral community",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Los Angeles",,"3 miles N of Foothill Blvd. on Angeles Crest Highway",,0,,34.230227,-118.181587,WGS84,500,,"Rancho Santa Ana (no. 9)",,"Google Earth",,,,,,,,,,,preprocessed,"2014-06-03 12:49:19",,35,urn:uuid:55b4125a-15f7-4a82-8e0d-1f5659ce1b34,http://cch2.org/portal/collections/individual/index.php?occid=306020
306021,UCSB,,UCSB,PreservedSpecimen,fe60ae86-1a5d-11e3-b49f-525400a0a001,UCSB030403,5339,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"H., J.",,72,1935-02-22,1935,2,22,53,,,,"With Quercus agrifolia; in oak wood",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Los Angeles",,"San Dimas Exp. Forest; Bell dams; sec. 1, T 1N, R 9W",,0,,34.199248,-117.779642,WGS84,500,,"Rancho Santa Ana (no. 9)",,"Google Earth",,,,,,,,,,,preprocessed,"2014-06-03 12:49:02",,35,urn:uuid:1fa861b9-61d5-4e5d-a947-6b75dd5a08fe,http://cch2.org/portal/collections/individual/index.php?occid=306021
306022,UCSB,,UCSB,PreservedSpecimen,fe60b05c-1a5d-11e3-b49f-525400a0a001,UCSB030402,5340,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Nancy Bingham",,70,1946-04-06,1946,4,6,96,,,,"Sunny; moist pasteur",,,,,,,,,,,,,,"Sheet - 1","United States",California,Kern,,"Summit of Tehachapi Pass",,0,,35.101482,-118.283635,WGS84,2000,,"Rancho Santa Ana (no. 9)",,"Google Earth",,,,,,,,,,,preprocessed,"2014-06-03 12:48:47",,35,urn:uuid:966d279d-8602-442d-8044-0507e2a78258,http://cch2.org/portal/collections/individual/index.php?occid=306022
306023,UCSB,,UCSB,PreservedSpecimen,fe60b228-1a5d-11e3-b49f-525400a0a001,UCSB030401,41523,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Norton, Beth",,30,1981-04-18,1981,4,18,108,,,,"With Layia platyglossa and Lasthenia chrysostoma; on flat, sandy area",,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,"Near Shell Creek in Avenales Wildlife Area; 19 miles from Santa Margarita on highway 58",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:48:28",,35,urn:uuid:4326c58f-fa65-4203-bdd8-b52eeeb49a35,http://cch2.org/portal/collections/individual/index.php?occid=306023
306024,UCSB,,UCSB,PreservedSpecimen,fe60b408-1a5d-11e3-b49f-525400a0a001,UCSB030100,11891,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"A. D. Stern",,,1961-03-28,1961,3,28,87,,,,"Oak Woodland; moist roadside",,,,,,,,,,,,,,"Sheet - 1","United States",California,"El Dorado",,"By Highway 49; 10 miles south of El Dorado; 15 miles south of Placerville; Sierra Nevada Foothills",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:47:27",,35,urn:uuid:34faad3f-7ff7-48f8-a6fb-d1811512ffb6,http://cch2.org/portal/collections/individual/index.php?occid=306024
306025,UCSB,,UCSB,PreservedSpecimen,fe60b624-1a5d-11e3-b49f-525400a0a001,UCSB030099,45149,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Ewing, Peggy",,38,1978-04-02,1978,4,2,92,,,,"With Ceanothus sp. and Lupinus nanus; on south facing slope; in clay-loam soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"On Figueroa Mountain Road trail; trailhead 1.5 miles from the Figueroa Mountain Station",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:47:11",,35,urn:uuid:3612bdeb-bda5-4145-861f-b97792bf633a,http://cch2.org/portal/collections/individual/index.php?occid=306025
306026,UCSB,,UCSB,PreservedSpecimen,fe60b804-1a5d-11e3-b49f-525400a0a001,UCSB030098,48119,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Fritzke, Sue; Roberts, Fred",,508,1982-04-03,1982,4,3,93,,,,"On gentle, west-facing hillside; in mixed oak woodland and grassland; with Lupinus bicolor, Erodium botrys, Plagiobothrys nothofulvus and Dodecatheon clevelandii; in sandy clay soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,Orange,,"Rancho Mission Viejo: Calif. 74; 7.2 km. by road E San Juan Capistrano; 1.3 km. NE Viejo Survey Marker",,0,,33.531045,-117.589222,WGS84,500,,"Rancho Santa Ana (no. 9)",,"Google Earth",,,,,,,,,,,preprocessed,"2014-06-03 12:46:52",,35,urn:uuid:0b806dc6-ba6a-4aa3-9601-27921d45de1f,http://cch2.org/portal/collections/individual/index.php?occid=306026
306027,UCSB,,UCSB,PreservedSpecimen,fe60b9da-1a5d-11e3-b49f-525400a0a001,UCSB030097,49250,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Sundaram, Renee",,13,1984-02-26,1984,2,26,57,,,,"With Pinus and Quercus spp.; on moderate W-facing slope; in dry, loam soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"2.5 miles up Figueroa Mtn. Rd. from junction with turn-off for Figueroa Mtn. Campground",,0,,34.7219,-119.9544,NAD83,750,,"Santa Barbara Botanic Garden A",,"Terrain Nav. v. 7.8 USGS 1:24000",,"Thu Dec 30 16:33:26 2010",,,,,,,,,preprocessed,"2014-06-03 12:46:35",,35,urn:uuid:803365c1-841f-40f9-9dd1-b4fa296c15e7,http://cch2.org/portal/collections/individual/index.php?occid=306027
306028,UCSB,,UCSB,PreservedSpecimen,fe60bbba-1a5d-11e3-b49f-525400a0a001,UCSB030096,49069,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Lestak, Leanne",,39,1978-04-09,1978,4,9,99,,,,"With Pinus ponderosa and Avena sp.; in rocky soil; on a west-facing slope",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"San Marcos Pass Road west right on Figueroa Mountain Road; about 2 miles north of Figueroa Mountain Campground; on east side of road",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:46:18",,35,urn:uuid:6eb9d965-55a6-42a0-a031-a5f058e8b868,http://cch2.org/portal/collections/individual/index.php?occid=306028
306029,UCSB,,UCSB,PreservedSpecimen,fe60bd9a-1a5d-11e3-b49f-525400a0a001,UCSB030095,48744,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Wolf, Robi",,15,1984-02-25,1984,2,25,56,,,,"With Quercus, Geraniaceae, Pinus; on west-facing, gentle slope; in dry, loam soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Figueroa Mountain Road; 4 miles off San Marcus; 2.5 miles past campground while ascending; 10 meters off side of road; San Raphael Mountains",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:46:01",,35,urn:uuid:b878dcd9-cd2b-448c-8a77-fba89c22a5ce,http://cch2.org/portal/collections/individual/index.php?occid=306029
306030,UCSB,,UCSB,PreservedSpecimen,fe60bf7a-1a5d-11e3-b49f-525400a0a001,UCSB030410,42030,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Martinez, L.",,7904H,1979-04-08,1979,4,8,98,,,,"Along a northeast facing shale covered slope; found with Quercus wislizenii, Psuedotsuga macrocarpa, Q. chrysolepis",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Approximately 1.5 miles east of Ranger Peak, Figueroa Mountain",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:51:16",,35,urn:uuid:9204082d-a11d-4163-b621-ea83b26b6ea9,http://cch2.org/portal/collections/individual/index.php?occid=306030
317277,UCSB,,UCSB,PreservedSpecimen,f95def11-c514-47ba-a888-9a731cd7ac6a,UCSB032711,70901,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Rick A. Burgess",,867,1991-05-05,1991,5,5,125,,,,"Common to scattered. East-facing slope, partial shade. Associated species: Delphinium sp, Dichelostemma sp., Cercocarpus betuloides.",,,,,,,,,,,,,,"Sheet - 1","United States",California,Ventura,,"Sisar Trail. Red Reef Trail to White Ledge Campground.",,0,,34.495975,-119.123119,WGS84,2000,,"UCSanta Barbara A",,"Geolocate (copied from UCSB70356)",,,,,,,,,,,preprocessed,"2014-07-03 13:51:53",,35,urn:uuid:ffffe6ea-6622-4bec-bdd5-7655dc449fea,http://cch2.org/portal/collections/individual/index.php?occid=317277
330027,UCSB,,UCSB,PreservedSpecimen,a1a68afc-455e-4e73-b66f-c634ae643b6c,UCSB040086,33719,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Brian C. Miller",,,,,,,,,,,"Found growing in open, sunny, grassy areas in the Foothill Woodland Community",,,,,,,,,,,,,,"Sheet - 1","United States",California,Kern,,"13 miles North of Caliente on Road to Havleah, Piute Mountains",,0,,,,,,,,,,,,,,,,,,,,,"2015-12-07 13:46:45",,35,urn:uuid:0312de30-c8e4-437d-9b2e-0a4a3dcda4ee,http://cch2.org/portal/collections/individual/index.php?occid=330027
330255,UCSB,,UCSB,PreservedSpecimen,fa48ae1b-3306-47d9-a460-8fb865088214,UCSB040304,69908,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii subsp. menziesii",205100,,Nemophila,menziesii,subsp.,menziesii,,,,,,,,"Parikh, Anuja; Gale, Nathan",,,1998-04-19,1998,4,19,109,,,,"Found on a northeast-facing slope with Bromus diandrus and Avena barbata, in Quercus douglasii woodland; Chamise shaly loam soil, 15 to 45 percent slopes",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Sedgwick Ranch, plot 32-SO, Santa Barbara County Oak Restoration Program",,0,,,,,,,,,,,,,,,,,,,,,"2016-02-03 16:03:00",,35,urn:uuid:92e636c8-9c87-4419-807d-31d5bda0e3f6,http://cch2.org/portal/collections/individual/index.php?occid=330255
380487,SDSU,,,PreservedSpecimen,414f80e0-aae8-426b-a08b-7f35a3bef7b3,06082,SDSU06082,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,"Hook. & Arn.",Nemophila,menziesii,var.,menziesii,"Michael G. Simpson",2019-04-22,,,,,,"Gallup, A. H.",,345,1949-03-18,1949,3,18,77,,03/18/1949,,"Open fields- dainage area: Pacific slope . soil : loam. Veg. type: cultivated . slope: west.",,,,,,,,,,0,,,,,"United States",California,"Los Angeles",,,,0,,,,,,,,,,,,366,,,,,1200ft.,,,SDSU,"2019-10-08 14:25:07",,6,urn:uuid:414f80e0-aae8-426b-a08b-7f35a3bef7b3,http://cch2.org/portal/collections/individual/index.php?occid=380487
380493,SDSU,,,PreservedSpecimen,2e8556fa-4b3e-4c21-9c4a-827e94fecd1a,06088,SDSU06088,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,,Nemophila,menziesii,var.,menziesii,"Michael G. Simpson",2019-04-22,,,,,,"Youngberg, F.",,,1934-05-01,1934,5,1,121,,05/01/1934,,,,,,,,,,,,0,,,,,"United States",California,"San Bernardino",,"Dry shore, E side big bear Lake, San Bernardino Mts.",,0,,34.264,-116.8662,WGS84,2926,,"UCRiverside A",,"GoogleMaps via BerkeleyMapper (copied from SD1481)",,"georef from 2015-2018 archive backup file; Date Georeferenced: Sat Dec 10 09:12:32 2016",,,,,,,,,preprocessed,"2019-10-08 14:25:07",,6,urn:uuid:2e8556fa-4b3e-4c21-9c4a-827e94fecd1a,http://cch2.org/portal/collections/individual/index.php?occid=380493
380499,SDSU,,,PreservedSpecimen,dd975f05-b38c-4b66-853e-7216166f363b,06094,SDSU06094,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,,Nemophila,menziesii,var.,menziesii,"Michael G. Simpson",2019-04-22,,,,,,"Howe, D. F.",,2863,1960-04-11,1960,4,11,102,,04/11/1960,,,,,,,,,,,,0,,,,,"United States",California,"Santa Barbara",,"Summit on #166 east of cuyama Valley",,0,,,,,,,,,,,,,,,,,,,,preprocessed,"2019-10-08 14:25:07",,6,urn:uuid:dd975f05-b38c-4b66-853e-7216166f363b,http://cch2.org/portal/collections/individual/index.php?occid=380499
380505,SDSU,,,PreservedSpecimen,224b5096-a525-4ca0-8ca2-6c162ddd5b2b,06100,SDSU06100,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,,Nemophila,menziesii,var.,menziesii,"Michael G. Simpson",2019-04-22,,,,,,"Harvey, D. R.",,336,1929-06-19,1929,6,19,170,,06/19/1929,,,,,,,,,,,,0,,,,,"United States",California,Mariposa,,"Camp Wawona","Mariposa County",0,,37.547577,-119.678451,WGS84,800,,"UCBerkeley H",,"Google Earth (copied from SDSU11438)",,"georef from old CCH cumulative file",1219,,,,,4000ft.,,,preprocessed,"2019-10-08 14:25:07",,6,urn:uuid:224b5096-a525-4ca0-8ca2-6c162ddd5b2b,http://cch2.org/portal/collections/individual/index.php?occid=380505
380510,SDSU,,,PreservedSpecimen,777994ec-bd6e-413b-805c-a79a328c30b8,06105,SDSU06105,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. integrifolia",205102,Brand,Nemophila,menziesii,var.,integrifolia,,,,,,,,"Pinkley, E. A.",,6V90B,1990-05-06,1990,5,6,126,,05/06/1990,,,,"Annual herb, prostrate, about 6-8?; corolla pale blue about 15-35 mm broad and rotate. Calyx with appendages.",,,,,,,,0,,,,,"United States",California,"San Diego",,"Found in the Laguna Mountains at 6000 feet, about 10 miles north of Interstate 8 on sunshine Highway, on raodside. Near by associates: Claytonia perfoliata, species of the families Brassicaceae Poaceae and Polemoniaceae, Quercus sp and Pinus sp.",,0,,32.86077,-116.4217,WGS84,806,,"San Diego NHM D",,TOPO!,,"georef from 2015-2018 archive backup file; Date Georeferenced: Tue Aug 30 11:30:46 2016",,,,,,,,,preprocessed,"2019-10-08 14:25:07",,6,urn:uuid:777994ec-bd6e-413b-805c-a79a328c30b8,http://cch2.org/portal/collections/individual/index.php?occid=380510
380511,SDSU,,,PreservedSpecimen,d4f73400-a989-44d7-b0c0-a6d0f4bb5386,06106,SDSU06106,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,"Michael G. Simpson",2019-04-22,,,,,,"Howe, D. F",,4815,1972-05-01,1972,5,1,122,,05/01/1972,"Locality mapped to Duncans Point.",,,,,,,,,,,0,,,,,"United States",California,Sonoma,,"Duncun Point.",,0,,38.394487,-123.095123,,200,,,,,,,,,,,,,,,SDSU,"2019-10-08 14:25:07",,6,urn:uuid:d4f73400-a989-44d7-b0c0-a6d0f4bb5386,http://cch2.org/portal/collections/individual/index.php?occid=380511
380516,SDSU,,,PreservedSpecimen,a9778225-ef13-4fd8-9b6e-8196ad5a77b5,06111,SDSU06111,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. integrifolia",205102,Brand,Nemophila,menziesii,var.,integrifolia,,,,,,,,"Kemp, J.A","(bio 358)",24LV88H,1988-04-24,1988,4,24,115,,04/24/1988,,"Growing under Arctostaphylos pungens in open, rocky, flat terrain. Nearby Associates: Erriogonum fasciclulatum and Lupinus.",,"Small annual with light blue corolla. common name : baby blue eyes.",,,,,,,,0,,,,,"United States",California,"San Diego",,"Julian. Go 1/2 mile down Pine Hills Rd. off Hwy. 78. Turn left on private road and proceed for ca. 1/2 mile to small apple orchard on left. Proceed on foot in northerly direction ca. 100 yards; then east, crossing streambed and under barbed wire fence. Collection site is ca. 75 yards east of fence (Private property; permission required)",,0,,33.06859,-116.61022,,805,"33.07° N; 116.61° W","Mary Alice Kessler",,,,"May 07, 2009",,,,,,,SYN,,preprocessed,"2019-10-08 14:25:07",,6,urn:uuid:a9778225-ef13-4fd8-9b6e-8196ad5a77b5,http://cch2.org/portal/collections/individual/index.php?occid=380516
